,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,flag
10,"(50.0, 71.0)","{'Private', '?', 'Local-gov'}","(4.0, 9.0)",{'Widowed'},"{'Other-service', 'Machine-op-inspct', 'Handlers-cleaners', '?'}",{'Unmarried'},"{'White', 'Black'}",{'Female'},"(27.0, 40.0)",{'United-States'},{'<=50K'},n
11,"(51.0, 69.0)","{'Private', '?'}","(4.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti', 'United-States'}",{'<=50K'},n
12,"(51.0, 69.0)","{'Private', '?'}","(4.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti', 'United-States'}",{'<=50K'},n
13,"(51.0, 69.0)","{'Private', '?'}","(4.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti', 'United-States'}",{'<=50K'},n
14,"(51.0, 69.0)","{'Private', '?'}","(4.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti', 'United-States'}",{'<=50K'},n
15,"(50.0, 68.0)","{'Private', 'Local-gov'}","(3.0, 14.0)","{'Separated', 'Divorced'}","{'Protective-serv', 'Exec-managerial', 'Other-service', 'Adm-clerical'}","{'Other-relative', 'Unmarried'}",{'Black'},{'Female'},"(17.0, 56.0)","{'United-States', 'Jamaica'}",{'<=50K'},n
16,"(50.0, 61.0)","{'Federal-gov', 'Private', 'Self-emp-not-inc'}","(6.0, 13.0)",{'Divorced'},"{'Craft-repair', 'Exec-managerial', 'Prof-specialty', 'Transport-moving', 'Adm-clerical', 'Sales'}","{'Not-in-family', 'Unmarried'}",{'Black'},{'Female'},"(30.0, 53.0)",{'United-States'},{'<=50K'},n
17,"(50.0, 61.0)","{'Federal-gov', 'Private', 'Self-emp-not-inc'}","(6.0, 13.0)",{'Divorced'},"{'Craft-repair', 'Exec-managerial', 'Prof-specialty', 'Transport-moving', 'Adm-clerical', 'Sales'}","{'Not-in-family', 'Unmarried'}",{'Black'},{'Female'},"(30.0, 53.0)",{'United-States'},{'<=50K'},n
18,"(51.0, 75.0)","{'State-gov', 'Private', '?'}","(2.0, 13.0)","{'Never-married', 'Married-spouse-absent', 'Widowed'}","{'Machine-op-inspct', '?', 'Other-service', 'Sales', 'Handlers-cleaners'}",{'Unmarried'},{'Black'},{'Female'},"(8.0, 54.0)","{'United-States', 'Honduras'}",{'<=50K'},n
19,"(51.0, 79.0)","{'Private', '?', 'Local-gov'}","(2.0, 15.0)","{'Married-spouse-absent', 'Widowed'}","{'?', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners'}",{'Not-in-family'},{'Black'},{'Female'},"(3.0, 46.0)",{'United-States'},{'<=50K'},n
20,"(63.0, 78.0)","{'Private', '?'}","(4.0, 11.0)","{'Never-married', 'Widowed'}","{'Other-service', 'Adm-clerical', '?'}","{'Not-in-family', 'Unmarried', 'Other-relative'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(2.0, 40.0)",{'United-States'},{'<=50K'},n
21,"(53.0, 85.0)","{'Federal-gov', '?', 'Private', 'Self-emp-not-inc'}","(2.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners'}",{'Not-in-family'},{'Black'},{'Female'},"(2.0, 74.0)",{'United-States'},{'<=50K'},n
22,"(53.0, 85.0)","{'Federal-gov', '?', 'Private', 'Self-emp-not-inc'}","(2.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners'}",{'Not-in-family'},{'Black'},{'Female'},"(2.0, 74.0)",{'United-States'},{'<=50K'},n
23,"(51.0, 79.0)","{'Private', '?', 'Local-gov'}","(2.0, 15.0)","{'Married-spouse-absent', 'Widowed'}","{'?', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners'}",{'Not-in-family'},{'Black'},{'Female'},"(3.0, 46.0)",{'United-States'},{'<=50K'},n
24,"(63.0, 78.0)","{'Private', '?'}","(4.0, 11.0)","{'Never-married', 'Widowed'}","{'Other-service', 'Adm-clerical', '?'}","{'Not-in-family', 'Unmarried', 'Other-relative'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(2.0, 40.0)",{'United-States'},{'<=50K'},n
25,"(53.0, 85.0)","{'Federal-gov', '?', 'Private', 'Self-emp-not-inc'}","(2.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners'}",{'Not-in-family'},{'Black'},{'Female'},"(2.0, 74.0)",{'United-States'},{'<=50K'},n
26,"(53.0, 85.0)","{'Federal-gov', '?', 'Private', 'Self-emp-not-inc'}","(2.0, 13.0)",{'Widowed'},"{'?', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners'}",{'Not-in-family'},{'Black'},{'Female'},"(2.0, 74.0)",{'United-States'},{'<=50K'},n
27,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
28,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
29,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
30,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
31,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
32,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
33,"(50.0, 82.0)","{'State-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 15.0)","{'Never-married', 'Divorced', 'Married-spouse-absent', 'Separated'}","{'Machine-op-inspct', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Priv-house-serv'}","{'Not-in-family', 'Unmarried'}","{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(9.0, 66.0)",{'United-States'},{'<=50K'},n
34,"(50.0, 82.0)","{'Private', 'Local-gov'}","(9.0, 15.0)",{'Never-married'},"{'Exec-managerial', 'Prof-specialty'}",{'Not-in-family'},{'Black'},{'Female'},"(7.0, 62.0)",{'United-States'},{'>50K'},n
35,"(50.0, 82.0)","{'Private', 'Local-gov'}","(9.0, 15.0)",{'Never-married'},"{'Exec-managerial', 'Prof-specialty'}",{'Not-in-family'},{'Black'},{'Female'},"(7.0, 62.0)",{'United-States'},{'<=50K'},n
36,"(50.0, 88.0)","{'Private', 'State-gov'}","(4.0, 13.0)","{'Never-married', 'Separated'}","{'Other-service', 'Transport-moving', 'Adm-clerical', 'Sales'}",{'Not-in-family'},"{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(13.0, 40.0)",{'United-States'},{'<=50K'},n
37,"(50.0, 88.0)","{'Private', 'State-gov'}","(4.0, 13.0)","{'Never-married', 'Separated'}","{'Other-service', 'Transport-moving', 'Adm-clerical', 'Sales'}",{'Not-in-family'},"{'Amer-Indian-Eskimo', 'Black'}",{'Female'},"(13.0, 40.0)",{'United-States'},{'<=50K'},n
38,"(50.0, 88.0)","{'Federal-gov', 'Private', 'Self-emp-not-inc', '?'}","(4.0, 13.0)","{'Never-married', 'Married-civ-spouse', 'Divorced', 'Separated'}","{'Exec-managerial', '?', 'Craft-repair', 'Other-service', 'Adm-clerical', 'Transport-moving', 'Priv-house-serv', 'Sales', 'Machine-op-inspct'}",{'Own-child'},{'Black'},{'Female'},"(16.0, 53.0)",{'United-States'},{'<=50K'},n
39,"(50.0, 88.0)","{'Federal-gov', 'Private', 'Self-emp-not-inc', '?'}","(4.0, 13.0)","{'Never-married', 'Married-civ-spouse', 'Divorced', 'Separated'}","{'Exec-managerial', '?', 'Craft-repair', 'Other-service', 'Adm-clerical', 'Transport-moving', 'Priv-house-serv', 'Sales', 'Machine-op-inspct'}",{'Own-child'},{'Black'},{'Female'},"(16.0, 53.0)",{'United-States'},{'<=50K'},n
40,"(50.0, 88.0)","{'Federal-gov', 'Private', 'Self-emp-not-inc', '?'}","(4.0, 13.0)","{'Never-married', 'Married-civ-spouse', 'Divorced', 'Separated'}","{'Exec-managerial', '?', 'Craft-repair', 'Other-service', 'Adm-clerical', 'Transport-moving', 'Priv-house-serv', 'Sales', 'Machine-op-inspct'}",{'Own-child'},{'Black'},{'Female'},"(16.0, 53.0)",{'United-States'},{'<=50K'},n
41,"(54.0, 75.0)","{'Private', 'Local-gov'}","(2.0, 13.0)","{'Never-married', 'Married-civ-spouse', 'Divorced'}","{'Tech-support', 'Other-service', 'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners', 'Machine-op-inspct'}",{'Other-relative'},{'Black'},{'Female'},"(3.0, 40.0)","{'Japan', 'United-States'}",{'<=50K'},n
42,"(52.0, 68.0)","{'Federal-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 13.0)","{'Never-married', 'Divorced'}","{'Other-service', 'Adm-clerical'}",{'Other-relative'},{'Black'},{'Female'},"(38.0, 40.0)","{'United-States', 'Haiti', 'Jamaica'}",{'<=50K'},n
43,"(52.0, 68.0)","{'Federal-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 13.0)","{'Never-married', 'Divorced'}","{'Other-service', 'Adm-clerical'}",{'Other-relative'},{'Black'},{'Female'},"(38.0, 40.0)","{'United-States', 'Haiti', 'Jamaica'}",{'<=50K'},n
44,"(52.0, 68.0)","{'Federal-gov', 'Private', 'Local-gov', 'Self-emp-inc'}","(3.0, 13.0)","{'Never-married', 'Divorced'}","{'Other-service', 'Adm-clerical'}",{'Other-relative'},{'Black'},{'Female'},"(38.0, 40.0)","{'United-States', 'Haiti', 'Jamaica'}",{'<=50K'},n
45,"(50.0, 69.0)",{'Private'},"(5.0, 12.0)",{'Married-civ-spouse'},"{'Transport-moving', 'Adm-clerical', 'Exec-managerial'}",{'Wife'},{'Black'},{'Female'},"(32.0, 40.0)",{'United-States'},{'<=50K'},n
46,"(50.0, 69.0)",{'Private'},"(5.0, 12.0)",{'Married-civ-spouse'},"{'Transport-moving', 'Adm-clerical', 'Exec-managerial'}",{'Wife'},{'Black'},{'Female'},"(32.0, 40.0)",{'United-States'},{'>50K'},n
47,"(50.0, 69.0)",{'Private'},"(5.0, 12.0)",{'Married-civ-spouse'},"{'Transport-moving', 'Adm-clerical', 'Exec-managerial'}",{'Wife'},{'Black'},{'Female'},"(32.0, 40.0)",{'United-States'},{'<=50K'},n
48,"(50.0, 70.0)","{'State-gov', 'Self-emp-not-inc', 'Local-gov'}","(4.0, 16.0)",{'Married-civ-spouse'},"{'Craft-repair', 'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical'}",{'Wife'},{'Black'},{'Female'},"(15.0, 55.0)","{'?', 'United-States'}",{'>50K'},n
49,"(50.0, 62.0)","{'Private', 'State-gov'}","(1.0, 14.0)",{'Divorced'},"{'Other-service', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(20.0, 40.0)","{'Mexico', 'United-States', 'Guatemala', '?'}",{'<=50K'},n
50,"(53.0, 60.0)",{'Private'},"(3.0, 13.0)",{'Divorced'},"{'Other-service', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 79.0)","{'Nicaragua', 'Mexico', 'United-States', 'France'}",{'<=50K'},n
51,"(53.0, 60.0)",{'Private'},"(3.0, 13.0)",{'Divorced'},"{'Other-service', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 79.0)","{'Nicaragua', 'Mexico', 'United-States', 'France'}",{'<=50K'},n
52,"(53.0, 60.0)",{'Private'},"(3.0, 13.0)",{'Divorced'},"{'Other-service', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 79.0)","{'Nicaragua', 'Mexico', 'United-States', 'France'}",{'<=50K'},n
53,"(53.0, 60.0)",{'Private'},"(3.0, 13.0)",{'Divorced'},"{'Other-service', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 79.0)","{'Nicaragua', 'Mexico', 'United-States', 'France'}",{'<=50K'},n
54,"(50.0, 59.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 72.0)","{'England', 'United-States', 'Germany'}",{'<=50K'},n
55,"(50.0, 59.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 72.0)","{'England', 'United-States', 'Germany'}",{'<=50K'},n
56,"(50.0, 59.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 72.0)","{'England', 'United-States', 'Germany'}",{'<=50K'},n
57,"(50.0, 68.0)",{'Private'},"(6.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(36.0, 83.0)","{'United-States', '?'}",{'<=50K'},n
58,"(50.0, 68.0)",{'Private'},"(6.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(36.0, 83.0)","{'United-States', '?'}",{'<=50K'},n
59,"(50.0, 68.0)",{'Private'},"(6.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(36.0, 83.0)","{'United-States', '?'}",{'<=50K'},n
60,"(50.0, 68.0)",{'Private'},"(6.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(36.0, 83.0)","{'United-States', '?'}",{'<=50K'},n
61,"(50.0, 68.0)",{'Private'},"(6.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(36.0, 83.0)","{'United-States', '?'}",{'<=50K'},n
62,"(52.0, 57.0)",{'Private'},"(4.0, 6.0)",{'Divorced'},"{'Sales', 'Craft-repair'}",{'Unmarried'},{'White'},{'Female'},"(37.0, 40.0)","{'Cuba', 'United-States', 'Guatemala'}",{'<=50K'},n
63,"(54.0, 65.0)",{'Private'},"(6.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(25.0, 40.0)","{'United-States', 'Guatemala', '?'}",{'<=50K'},n
64,"(54.0, 65.0)",{'Private'},"(6.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(25.0, 40.0)","{'United-States', 'Guatemala', '?'}",{'<=50K'},n
65,"(50.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},"{'Sales', 'Craft-repair'}",{'Unmarried'},{'White'},{'Female'},"(28.0, 40.0)","{'Mexico', 'United-States', 'Italy'}",{'<=50K'},n
66,"(50.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},"{'Sales', 'Craft-repair'}",{'Unmarried'},{'White'},{'Female'},"(28.0, 40.0)","{'Mexico', 'United-States', 'Italy'}",{'<=50K'},n
67,"(50.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},"{'Sales', 'Craft-repair'}",{'Unmarried'},{'White'},{'Female'},"(28.0, 40.0)","{'Mexico', 'United-States', 'Italy'}",{'<=50K'},n
68,"(50.0, 65.0)",{'Private'},"(6.0, 14.0)","{'Never-married', 'Divorced'}","{'Sales', 'Craft-repair'}",{'Unmarried'},{'White'},{'Female'},"(27.0, 67.0)","{'Puerto-Rico', 'United-States', 'Peru'}",{'<=50K'},n
69,"(50.0, 65.0)",{'Private'},"(6.0, 14.0)","{'Never-married', 'Divorced'}","{'Sales', 'Craft-repair'}",{'Unmarried'},{'White'},{'Female'},"(27.0, 67.0)","{'Puerto-Rico', 'United-States', 'Peru'}",{'<=50K'},n
70,"(50.0, 67.0)",{'Private'},"(10.0, 16.0)",{'Divorced'},{'Prof-specialty'},{'Unmarried'},{'White'},{'Female'},"(5.0, 41.0)","{'England', 'Mexico', 'United-States', 'Ireland', 'Germany'}",{'<=50K'},n
71,"(50.0, 58.0)","{'Federal-gov', 'State-gov'}","(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(31.0, 64.0)",{'United-States'},{'<=50K'},n
72,"(50.0, 58.0)","{'Federal-gov', 'State-gov'}","(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(31.0, 64.0)",{'United-States'},{'<=50K'},n
73,"(50.0, 67.0)","{'Federal-gov', 'Self-emp-not-inc'}","(4.0, 16.0)",{'Divorced'},"{'Tech-support', 'Exec-managerial'}","{'Not-in-family', 'Unmarried'}",{'White'},{'Female'},"(12.0, 99.0)",{'United-States'},{'<=50K'},n
74,"(50.0, 55.0)",{'Local-gov'},"(1.0, 14.0)",{'Divorced'},"{'Other-service', 'Prof-specialty', 'Adm-clerical'}",{'Unmarried'},{'White'},{'Female'},"(38.0, 49.0)","{'Mexico', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
75,"(50.0, 55.0)",{'Local-gov'},"(1.0, 14.0)",{'Divorced'},"{'Other-service', 'Prof-specialty', 'Adm-clerical'}",{'Unmarried'},{'White'},{'Female'},"(38.0, 49.0)","{'Mexico', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
76,"(50.0, 55.0)",{'Local-gov'},"(1.0, 14.0)",{'Divorced'},"{'Other-service', 'Prof-specialty', 'Adm-clerical'}",{'Unmarried'},{'White'},{'Female'},"(38.0, 49.0)","{'Mexico', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
77,"(50.0, 70.0)","{'Federal-gov', '?', 'Local-gov'}","(5.0, 15.0)","{'Never-married', 'Divorced'}","{'Other-service', 'Prof-specialty', 'Adm-clerical', '?'}",{'Unmarried'},{'White'},{'Female'},"(19.0, 62.0)","{'Italy', 'United-States'}",{'<=50K'},n
78,"(51.0, 58.0)",{'Self-emp-not-inc'},"(4.0, 16.0)",{'Divorced'},"{'Other-service', 'Prof-specialty', 'Farming-fishing', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'White'},{'Female'},"(10.0, 62.0)","{'Mexico', 'United-States', 'Germany'}",{'<=50K'},n
79,"(51.0, 58.0)",{'Self-emp-not-inc'},"(4.0, 16.0)",{'Divorced'},"{'Other-service', 'Prof-specialty', 'Farming-fishing', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'White'},{'Female'},"(10.0, 62.0)","{'Mexico', 'United-States', 'Germany'}",{'>50K'},n
80,"(51.0, 58.0)",{'Self-emp-not-inc'},"(4.0, 16.0)",{'Divorced'},"{'Other-service', 'Prof-specialty', 'Farming-fishing', 'Adm-clerical', 'Sales'}",{'Unmarried'},{'White'},{'Female'},"(10.0, 62.0)","{'Mexico', 'United-States', 'Germany'}",{'<=50K'},n
81,"(50.0, 60.0)","{'State-gov', 'Private'}","(6.0, 14.0)",{'Divorced'},"{'Prof-specialty', 'Adm-clerical', 'Machine-op-inspct'}","{'Own-child', 'Unmarried'}",{'White'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
82,"(50.0, 70.0)","{'State-gov', 'Self-emp-inc'}","(5.0, 16.0)","{'Separated', 'Divorced'}","{'Exec-managerial', 'Other-service', 'Prof-specialty', 'Adm-clerical', 'Sales', 'Machine-op-inspct'}",{'Unmarried'},{'White'},{'Female'},"(24.0, 75.0)","{'United-States', '?'}",{'<=50K'},n
83,"(53.0, 71.0)","{'Private', 'Self-emp-not-inc', 'Local-gov'}","(4.0, 13.0)",{'Divorced'},"{'Other-service', 'Sales', 'Tech-support'}",{'Own-child'},{'White'},{'Female'},"(16.0, 35.0)",{'United-States'},{'<=50K'},n
84,"(53.0, 71.0)","{'Private', 'Self-emp-not-inc', 'Local-gov'}","(4.0, 13.0)",{'Divorced'},"{'Other-service', 'Sales', 'Tech-support'}",{'Own-child'},{'White'},{'Female'},"(16.0, 35.0)",{'United-States'},{'<=50K'},n
85,"(53.0, 71.0)","{'Private', 'Self-emp-not-inc', 'Local-gov'}","(4.0, 13.0)",{'Divorced'},"{'Other-service', 'Sales', 'Tech-support'}",{'Own-child'},{'White'},{'Female'},"(16.0, 35.0)",{'United-States'},{'<=50K'},n
86,"(50.0, 72.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},"{'Prof-specialty', 'Sales', 'Priv-house-serv', 'Tech-support'}","{'Own-child', 'Not-in-family'}",{'White'},{'Female'},"(20.0, 64.0)","{'?', 'United-States'}",{'<=50K'},n
87,"(50.0, 72.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},"{'Prof-specialty', 'Sales', 'Priv-house-serv', 'Tech-support'}","{'Own-child', 'Not-in-family'}",{'White'},{'Female'},"(20.0, 64.0)","{'?', 'United-States'}",{'<=50K'},n
88,"(50.0, 68.0)",{'?'},"(3.0, 14.0)",{'Divorced'},{'?'},"{'Not-in-family', 'Other-relative'}",{'White'},{'Female'},"(6.0, 51.0)",{'United-States'},{'<=50K'},n
89,"(50.0, 90.0)","{'State-gov', 'Private', '?'}","(2.0, 14.0)","{'Never-married', 'Divorced', 'Separated', 'Widowed'}","{'Tech-support', 'Exec-managerial', '?', 'Other-service', 'Prof-specialty', 'Transport-moving'}","{'Not-in-family', 'Unmarried'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(2.0, 58.0)","{'South', '?', 'China', 'United-States', 'Philippines'}",{'<=50K'},n
90,"(50.0, 90.0)","{'State-gov', 'Private', '?'}","(2.0, 14.0)","{'Never-married', 'Divorced', 'Separated', 'Widowed'}","{'Tech-support', 'Exec-managerial', '?', 'Other-service', 'Prof-specialty', 'Transport-moving'}","{'Not-in-family', 'Unmarried'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(2.0, 58.0)","{'South', '?', 'China', 'United-States', 'Philippines'}",{'<=50K'},n
91,"(50.0, 68.0)",{'?'},"(3.0, 14.0)",{'Divorced'},{'?'},"{'Not-in-family', 'Other-relative'}",{'White'},{'Female'},"(6.0, 51.0)",{'United-States'},{'<=50K'},n
