,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
43,"(50, 67)",{'Private'},"(3, 11)",{'Divorced'},"{'Other-service', 'Machine-op-inspct', 'Craft-repair'}",{'Not-in-family'},{'White'},{'Female'},"(20, 40)","{'Canada', 'Puerto-Rico', 'United-States'}",{'<=50K'}
44,"(51, 80)","{'Private', 'Local-gov'}","(9, 14)",{'Widowed'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(10, 48)",{'United-States'},{'<=50K'}
45,"(50, 64)",{'Private'},"(4, 10)",{'Divorced'},"{'Priv-house-serv', 'Other-service', 'Machine-op-inspct', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(40, 50)",{'United-States'},{'<=50K'}
46,"(50, 72)","{'Federal-gov', '?', 'Private'}","(4, 12)",{'Widowed'},"{'Other-service', '?', 'Adm-clerical'}",{'Unmarried'},{'White'},{'Female'},"(8, 40)","{'Puerto-Rico', '?', 'United-States'}",{'<=50K'}
47,"(53, 90)","{'Private', '?', 'Local-gov'}","(1, 15)",{'Never-married'},"{'Prof-specialty', 'Other-service', 'Machine-op-inspct', '?'}",{'Not-in-family'},{'White'},{'Female'},"(20, 60)",{'United-States'},{'<=50K'}
48,"(53, 90)","{'Private', '?', 'Local-gov'}","(1, 15)",{'Never-married'},"{'Prof-specialty', 'Other-service', 'Machine-op-inspct', '?'}",{'Not-in-family'},{'White'},{'Female'},"(20, 60)",{'United-States'},{'<=50K'}
49,"(51, 70)","{'Self-emp-inc', '?', 'Self-emp-not-inc', 'Private'}","(6, 13)",{'Married-civ-spouse'},"{'Transport-moving', '?', 'Sales', 'Adm-clerical', 'Other-service'}",{'Wife'},"{'Black', 'White', 'Asian-Pac-Islander'}",{'Female'},"(5, 40)",{'United-States'},{'<=50K'}
50,"(53, 71)","{'Self-emp-inc', 'Local-gov'}","(9, 13)",{'Married-civ-spouse'},"{'Transport-moving', 'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical'}",{'Wife'},{'White'},{'Female'},"(20, 50)","{'?', 'United-States'}",{'>50K'}
51,"(54, 72)","{'Federal-gov', '?', 'Private'}","(7, 13)",{'Widowed'},"{'?', 'Tech-support', 'Exec-managerial', 'Sales', 'Adm-clerical', 'Machine-op-inspct'}",{'Unmarried'},{'White'},{'Female'},"(40, 60)","{'United-States', 'Germany'}",{'<=50K'}
52,"(50, 60)",{'Private'},"(9, 13)",{'Married-civ-spouse'},"{'Prof-specialty', 'Tech-support', 'Sales', 'Adm-clerical', 'Other-service'}",{'Wife'},{'White'},{'Female'},"(20, 60)",{'United-States'},{'>50K'}
53,"(51, 67)","{'Federal-gov', 'Private'}","(9, 14)",{'Divorced'},"{'Prof-specialty', 'Adm-clerical'}",{'Not-in-family'},"{'White', 'Amer-Indian-Eskimo'}",{'Female'},"(40, 60)",{'United-States'},{'<=50K'}
54,"(50, 81)","{'Federal-gov', 'Private'}","(2, 15)","{'Divorced', 'Never-married', 'Widowed', 'Separated'}","{'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service', 'Machine-op-inspct'}",{'Not-in-family'},"{'Black', 'Asian-Pac-Islander'}",{'Female'},"(5, 60)",{'United-States'},{'<=50K'}
55,"(50, 90)","{'Federal-gov', '?', 'Self-emp-not-inc', 'Private'}","(7, 14)","{'Divorced', 'Married-civ-spouse', 'Separated', 'Widowed', 'Never-married'}","{'?', 'Tech-support', 'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service', 'Machine-op-inspct'}",{'Own-child'},"{'Black', 'White'}",{'Female'},"(16, 40)","{'Puerto-Rico', 'United-States'}",{'<=50K'}
56,"(51, 75)","{'State-gov', '?', 'Federal-gov', 'Private'}","(12, 16)","{'Never-married', 'Widowed', 'Separated'}","{'Prof-specialty', '?'}",{'Not-in-family'},{'White'},{'Female'},"(16, 70)",{'United-States'},{'>50K'}
57,"(50, 90)","{'Federal-gov', '?', 'Self-emp-not-inc', 'Private'}","(7, 14)","{'Divorced', 'Married-civ-spouse', 'Separated', 'Widowed', 'Never-married'}","{'?', 'Tech-support', 'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service', 'Machine-op-inspct'}",{'Own-child'},"{'Black', 'White'}",{'Female'},"(16, 40)","{'Puerto-Rico', 'United-States'}",{'<=50K'}
58,"(50, 59)","{'Local-gov', 'Federal-gov', 'Private'}","(7, 13)",{'Divorced'},"{'Other-service', 'Adm-clerical', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(38, 40)","{'England', 'United-States'}",{'<=50K'}
59,"(50, 59)","{'Local-gov', 'Federal-gov', 'Private'}","(7, 13)",{'Divorced'},"{'Other-service', 'Adm-clerical', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(38, 40)","{'England', 'United-States'}",{'<=50K'}
60,"(50, 75)","{'State-gov', 'Self-emp-not-inc', 'Private'}","(6, 14)","{'Separated', 'Married-spouse-absent'}","{'Sales', 'Prof-specialty', 'Other-service', 'Adm-clerical'}",{'Not-in-family'},{'White'},{'Female'},"(25, 50)","{'United-States', 'Cuba'}",{'<=50K'}
61,"(62, 73)",{'Private'},"(6, 10)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(10, 40)",{'United-States'},{'<=50K'}
62,"(51, 67)","{'Federal-gov', 'Private'}","(9, 14)",{'Divorced'},"{'Prof-specialty', 'Adm-clerical'}",{'Not-in-family'},"{'White', 'Amer-Indian-Eskimo'}",{'Female'},"(40, 60)",{'United-States'},{'<=50K'}
63,"(58, 83)",{'?'},"(7, 16)",{'Widowed'},{'?'},{'Not-in-family'},"{'White', 'Amer-Indian-Eskimo'}",{'Female'},"(1, 56)",{'United-States'},{'<=50K'}
64,"(62, 73)",{'Private'},"(6, 10)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(10, 40)",{'United-States'},{'<=50K'}
65,"(50, 60)",{'Private'},"(9, 13)",{'Married-civ-spouse'},"{'Prof-specialty', 'Tech-support', 'Sales', 'Adm-clerical', 'Other-service'}",{'Wife'},{'White'},{'Female'},"(20, 60)",{'United-States'},{'>50K'}
66,"(54, 71)","{'Without-pay', 'Local-gov', 'Self-emp-not-inc'}","(2, 14)",{'Widowed'},"{'Farming-fishing', 'Other-service', 'Prof-specialty', 'Adm-clerical'}",{'Unmarried'},{'White'},{'Female'},"(6, 50)","{'United-States', 'El-Salvador'}",{'<=50K'}
67,"(53, 71)","{'Self-emp-inc', 'Local-gov'}","(9, 13)",{'Married-civ-spouse'},"{'Transport-moving', 'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical'}",{'Wife'},{'White'},{'Female'},"(20, 50)","{'?', 'United-States'}",{'>50K'}
68,"(50, 59)","{'Local-gov', 'Federal-gov', 'Private'}","(7, 13)",{'Divorced'},"{'Other-service', 'Adm-clerical', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(38, 40)","{'England', 'United-States'}",{'<=50K'}
69,"(54, 71)","{'Without-pay', 'Local-gov', 'Self-emp-not-inc'}","(2, 14)",{'Widowed'},"{'Farming-fishing', 'Other-service', 'Prof-specialty', 'Adm-clerical'}",{'Unmarried'},{'White'},{'Female'},"(6, 50)","{'United-States', 'El-Salvador'}",{'<=50K'}
70,"(50, 72)","{'State-gov', 'Local-gov', 'Federal-gov', 'Private'}","(5, 15)","{'Married-civ-spouse', 'Never-married', 'Widowed'}","{'Other-service', 'Exec-managerial', 'Prof-specialty'}","{'Unmarried', 'Wife', 'Not-in-family'}","{'Black', 'Asian-Pac-Islander'}",{'Female'},"(40, 52)","{'India', 'United-States', 'Philippines'}",{'>50K'}
71,"(50, 90)","{'Federal-gov', '?', 'Self-emp-not-inc', 'Private'}","(7, 14)","{'Divorced', 'Married-civ-spouse', 'Separated', 'Widowed', 'Never-married'}","{'?', 'Tech-support', 'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service', 'Machine-op-inspct'}",{'Own-child'},"{'Black', 'White'}",{'Female'},"(16, 40)","{'Puerto-Rico', 'United-States'}",{'<=50K'}
72,"(50, 75)","{'State-gov', 'Self-emp-not-inc', 'Private'}","(6, 14)","{'Separated', 'Married-spouse-absent'}","{'Sales', 'Prof-specialty', 'Other-service', 'Adm-clerical'}",{'Not-in-family'},{'White'},{'Female'},"(25, 50)","{'United-States', 'Cuba'}",{'<=50K'}
73,"(50, 63)","{'Federal-gov', 'Self-emp-inc', 'Self-emp-not-inc', 'State-gov', 'Private'}","(5, 13)",{'Divorced'},"{'Sales', 'Craft-repair', 'Exec-managerial', 'Prof-specialty'}",{'Unmarried'},{'White'},{'Female'},"(30, 50)","{'Italy', 'Ireland', 'United-States', 'Cuba'}",{'<=50K'}
74,"(50, 81)","{'Federal-gov', 'Private'}","(2, 15)","{'Divorced', 'Never-married', 'Widowed', 'Separated'}","{'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service', 'Machine-op-inspct'}",{'Not-in-family'},"{'Black', 'Asian-Pac-Islander'}",{'Female'},"(5, 60)",{'United-States'},{'<=50K'}
75,"(50, 63)","{'Federal-gov', 'Self-emp-inc', 'Self-emp-not-inc', 'State-gov', 'Private'}","(5, 13)",{'Divorced'},"{'Sales', 'Craft-repair', 'Exec-managerial', 'Prof-specialty'}",{'Unmarried'},{'White'},{'Female'},"(30, 50)","{'Italy', 'Ireland', 'United-States', 'Cuba'}",{'<=50K'}
76,"(50, 81)","{'Federal-gov', 'Private'}","(9, 14)",{'Divorced'},"{'Prof-specialty', 'Adm-clerical'}",{'Not-in-family'},{'White'},{'Female'},"(9, 40)",{'United-States'},{'<=50K'}
77,"(50, 64)",{'Private'},"(4, 10)",{'Divorced'},"{'Priv-house-serv', 'Other-service', 'Machine-op-inspct', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(40, 50)",{'United-States'},{'<=50K'}
78,"(51, 70)","{'Self-emp-inc', '?', 'Self-emp-not-inc', 'Private'}","(6, 13)",{'Married-civ-spouse'},"{'Transport-moving', '?', 'Sales', 'Adm-clerical', 'Other-service'}",{'Wife'},"{'Black', 'White', 'Asian-Pac-Islander'}",{'Female'},"(5, 40)",{'United-States'},{'<=50K'}
79,"(52, 76)","{'Private', 'Federal-gov', 'Local-gov'}","(6, 12)","{'Divorced', 'Widowed', 'Separated'}","{'Sales', 'Protective-serv', 'Exec-managerial', 'Adm-clerical'}",{'Unmarried'},{'Black'},{'Female'},"(12, 60)",{'United-States'},{'<=50K'}
80,"(54, 79)","{'State-gov', '?', 'Local-gov'}","(6, 13)","{'Divorced', 'Never-married', 'Widowed'}","{'Prof-specialty', 'Other-service', '?'}",{'Not-in-family'},{'Black'},{'Female'},"(2, 40)",{'United-States'},{'<=50K'}
81,"(50, 59)","{'Local-gov', 'Federal-gov', 'Private'}","(7, 13)",{'Divorced'},"{'Other-service', 'Adm-clerical', 'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(38, 40)","{'England', 'United-States'}",{'<=50K'}
82,"(51, 70)","{'Self-emp-inc', '?', 'Self-emp-not-inc', 'Private'}","(6, 13)",{'Married-civ-spouse'},"{'Transport-moving', '?', 'Sales', 'Adm-clerical', 'Other-service'}",{'Wife'},"{'Black', 'White', 'Asian-Pac-Islander'}",{'Female'},"(5, 40)",{'United-States'},{'<=50K'}
83,"(50, 64)",{'Private'},"(4, 10)",{'Divorced'},"{'Priv-house-serv', 'Other-service', 'Machine-op-inspct', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(40, 50)",{'United-States'},{'<=50K'}
84,"(50, 64)",{'Private'},"(4, 10)",{'Divorced'},"{'Priv-house-serv', 'Other-service', 'Machine-op-inspct', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(40, 50)",{'United-States'},{'<=50K'}
85,"(51, 75)","{'State-gov', '?', 'Federal-gov', 'Private'}","(12, 16)","{'Never-married', 'Widowed', 'Separated'}","{'Prof-specialty', '?'}",{'Not-in-family'},{'White'},{'Female'},"(16, 70)",{'United-States'},{'>50K'}
86,"(58, 83)",{'?'},"(7, 16)",{'Widowed'},{'?'},{'Not-in-family'},"{'White', 'Amer-Indian-Eskimo'}",{'Female'},"(1, 56)",{'United-States'},{'<=50K'}
87,"(50, 59)","{'Local-gov', 'State-gov', 'Self-emp-not-inc'}","(8, 15)",{'Divorced'},"{'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(40, 52)",{'United-States'},{'<=50K'}
88,"(50, 59)","{'Local-gov', 'State-gov', 'Self-emp-not-inc'}","(8, 15)",{'Divorced'},"{'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(40, 52)",{'United-States'},{'<=50K'}
89,"(50, 60)",{'Private'},"(9, 13)",{'Married-civ-spouse'},"{'Prof-specialty', 'Tech-support', 'Sales', 'Adm-clerical', 'Other-service'}",{'Wife'},{'White'},{'Female'},"(20, 60)",{'United-States'},{'>50K'}
90,"(52, 67)","{'Self-emp-not-inc', 'Local-gov'}","(9, 11)",{'Divorced'},"{'Other-service', 'Exec-managerial', 'Prof-specialty', 'Adm-clerical'}",{'Not-in-family'},{'White'},{'Female'},"(16, 40)",{'United-States'},{'<=50K'}
91,"(52, 90)","{'?', 'Private'}","(9, 13)","{'Divorced', 'Married-civ-spouse', 'Never-married', 'Widowed'}","{'?', 'Tech-support', 'Exec-managerial', 'Sales', 'Priv-house-serv', 'Other-service'}",{'Other-relative'},"{'Black', 'White', 'Other'}",{'Female'},"(10, 38)",{'United-States'},{'<=50K'}
92,"(50, 63)","{'Private', 'Self-emp-inc', 'Self-emp-not-inc'}","(9, 15)",{'Married-civ-spouse'},"{'Farming-fishing', 'Prof-specialty', 'Exec-managerial', 'Priv-house-serv', 'Machine-op-inspct'}",{'Wife'},"{'White', 'Asian-Pac-Islander'}",{'Female'},"(10, 40)","{'China', 'United-States', 'Taiwan'}",{'<=50K'}
93,"(53, 71)","{'Self-emp-inc', 'Local-gov'}","(9, 13)",{'Married-civ-spouse'},"{'Transport-moving', 'Prof-specialty', 'Exec-managerial', 'Sales', 'Adm-clerical'}",{'Wife'},{'White'},{'Female'},"(20, 50)","{'?', 'United-States'}",{'>50K'}
94,"(50, 81)","{'Federal-gov', 'Private'}","(2, 15)","{'Divorced', 'Never-married', 'Widowed', 'Separated'}","{'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service', 'Machine-op-inspct'}",{'Not-in-family'},"{'Black', 'Asian-Pac-Islander'}",{'Female'},"(5, 60)",{'United-States'},{'<=50K'}
95,"(50, 63)","{'Private', 'Self-emp-inc', 'Self-emp-not-inc'}","(9, 15)",{'Married-civ-spouse'},"{'Farming-fishing', 'Prof-specialty', 'Exec-managerial', 'Priv-house-serv', 'Machine-op-inspct'}",{'Wife'},"{'White', 'Asian-Pac-Islander'}",{'Female'},"(10, 40)","{'China', 'United-States', 'Taiwan'}",{'<=50K'}
96,"(50, 67)",{'Private'},"(3, 11)",{'Divorced'},"{'Other-service', 'Machine-op-inspct', 'Craft-repair'}",{'Not-in-family'},{'White'},{'Female'},"(20, 40)","{'Canada', 'Puerto-Rico', 'United-States'}",{'<=50K'}
97,"(50, 64)","{'State-gov', '?', 'Self-emp-not-inc'}","(9, 15)",{'Married-civ-spouse'},"{'Transport-moving', '?', 'Prof-specialty', 'Tech-support', 'Exec-managerial', 'Sales'}",{'Wife'},{'White'},{'Female'},"(5, 50)","{'United-States', 'Germany'}",{'>50K'}
98,"(52, 90)","{'?', 'Private'}","(9, 13)","{'Divorced', 'Married-civ-spouse', 'Never-married', 'Widowed'}","{'?', 'Tech-support', 'Exec-managerial', 'Sales', 'Priv-house-serv', 'Other-service'}",{'Other-relative'},"{'Black', 'White', 'Other'}",{'Female'},"(10, 38)",{'United-States'},{'<=50K'}
99,"(50, 67)",{'Private'},"(3, 11)",{'Divorced'},"{'Other-service', 'Machine-op-inspct', 'Craft-repair'}",{'Not-in-family'},{'White'},{'Female'},"(20, 40)","{'Canada', 'Puerto-Rico', 'United-States'}",{'<=50K'}
100,"(50, 64)",{'Private'},"(4, 10)",{'Divorced'},"{'Priv-house-serv', 'Other-service', 'Machine-op-inspct', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(40, 50)",{'United-States'},{'<=50K'}
