,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,flag
1454,"(57.0, 59.0)","{'Local-gov' ,'Private' ,'Self-emp-inc'}","(6.0, 12.0)",{'Separated'},"{'Adm-clerical' ,'Priv-house-serv' ,'Protective-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(16.0, 40.0)",{'United-States'},{'<=50K'},ps6IY35UfmSFCub2zc983rI5xqmI4Fmsl2xpGe9K8DbqBtx0eoJ5Jtmug4kMAOMWaofG2B4sDLwTzdf0I7YT8P2lLlwhXzuksG05xYri9Q2KuAkiS8SZPTxHlMoZGiA+FsbE4YDx4bQZe2MMnYGmcsQfEhEfFlJ7oCqkp+PPBks=
2015,"(57.0, 59.0)","{'Local-gov' ,'Private' ,'Self-emp-inc'}","(6.0, 12.0)",{'Separated'},"{'Adm-clerical' ,'Priv-house-serv' ,'Protective-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(16.0, 40.0)",{'United-States'},{'<=50K'},H3PlBScrG3q6o64qZU7uGPSdw+v94yVNUae9Ymy+UaV45aPI8FGqiXEq7r4293ecC99sKZ3cwe89JCMq0VaCtCc2D5gV2jyQZzZhwdksQdiIV7xL+RgWvU7/DYqdx5BRtHtl1czoRydKa0vtNRzRt31LtAbOsZ791UXVL1p7ZCw=
33,"(53.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Widowed'},"{'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(4.0, 24.0)",{'United-States'},{'<=50K'},CEU0XRPvmPD5oFBXQzIZR3YLTkiklS/+8psSF4yP5A6yeiNdiyNQxm4jLVIvNlNGc2LYD+j/EmsNAdI4zeFp2EfmUaMKO0qPA0UC6Vem+nyj0s4IEY0ZsX5abdDUT70/dOlBvoJuMho3oLX47ATaPcC3gK1uGcJESsYv9pkd0eE=
171,"(53.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Widowed'},"{'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(4.0, 24.0)",{'United-States'},{'<=50K'},V5Lv8wFNBTJlmDXZSn5tu0U16wE0Eg3pxv06Hv2VKNhZaZ7tuT6MAIe7fcIqJ3+SKimmIpakDTFYIv09DL8Ql4D2S3N9w3g3KD6aJ7PrMNH7yD1i9N0YKfC9YtOR7dsLtdJ3ulGs9OrhJlGCGxt4cHXZbdAnfoFK7cCZLaIjMOQ=
644,"(53.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Widowed'},"{'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(4.0, 24.0)",{'United-States'},{'<=50K'},i96KBYO7Lql8FgEXIoZKQQHjVn8rpwhR4+H9L1TTjv+fNiiXRccb3VGQF4rXA2rR4sqD4dYaeV35IH+4n9Tp3mL3RQp8km8CeI2pdp7g82f8l546Xz27JsoQWB7zp8l5pG44VaeuXAaGY4P+wSjD4dwf26huBRTFCusXBRwLxzg=
1074,"(53.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Widowed'},"{'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(4.0, 24.0)",{'United-States'},{'<=50K'},n24QhNfGWnTKU//KPt16NfJbUQ/meiOlJcJ8zCm7IcecbhevIZMFCHIJPpoYUuh2e2UT0J5mASAQEM2ZGC0Y8EHB3o+rtFD8EthM9eBU7KGl94IG+fulUXKs6f/dogCoiUJfZdYvMP1W+tG9fk6v5egx2w9x0dWv11H8B6LbvbQ=
4420,"(53.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Widowed'},"{'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(4.0, 24.0)",{'United-States'},{'<=50K'},ceYEXBNNcStOZd71dsknPFVQo4CFaSfeyhtnIiOWcMhzz8JDggcbzHNbpzWZoaoPXV+5T+sQixG9XmZI/vk1Bp7PNz8kTGvlmwM9oIZvZhLe2/fc21YGr7iwa8aXxwez4k7S1tOV3EpQ1fO/H6bLto+tzD5V8fN7WT42R2I21os=
30,"(53.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Widowed'},"{'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(4.0, 24.0)",{'United-States'},{'<=50K'},Hkmps5EMuLuEOLZSR77yWyozX7DZkND6ylp5ig598oeHdEss/a3XqTT/AOGz1srYgKWKlg2qmJy3hWX2QIpop5O5XvqSZ8fhCyv5VZoHgeBSw0su75QnCmzRBznL8JYUKPxQnw7nf8X6HepwG8nI2Lt2GFfolX7/jr54rNl3oi8=
299,"(65.0, 76.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 14.0)",{'Widowed'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 25.0)",{'United-States'},{'<=50K'},G9t4YK8h5MipQWKAR1SbRcdmRaCgvYIhSK1F4CHocZNyUT9izUxQ7zguLY8U8ueqUj+pXFK5S+76TvbUMWvTolz6Ue4GI2ieZpVcOwxEICoT7HeIex72zafF1WlWyaP9JHfjOx0cKn083k0cQ9PN0d/MNGEdjKDLA8+a5yH7IJA=
514,"(65.0, 76.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 14.0)",{'Widowed'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 25.0)",{'United-States'},{'<=50K'},hoQvamAzkXfqytvPBxqXy2ZuB/CS2tLdvWu3zH9lpyBsRC4FvMW1E9I2eiJwhg/uGCG/2D8bAQzFO7uqXgvLoFsp+sFFqVH22DtZnOK9RIpLoF446U4pEE8icQf4cUreoaBwIZDswNsX8vpioBWPkP6uzErXU6y+bS81G6A/gLg=
1110,"(65.0, 76.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 14.0)",{'Widowed'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 25.0)",{'United-States'},{'<=50K'},q8AdJXUDZkdtaajeqkGpy9LpdY0ddWfMK7gG+Ynm5Z6VWUO09g5HX+qpGRlj6qYHFP/XehCh6yfsHl4BohHgap9HFhHRa6UUnKWQc9n38jIjI9S6QO1HbOQWWRH1yi3ggjJnlP5J+nSXkiorJc1jR9cCHdZJrKzXV5krSZWSFro=
2422,"(65.0, 76.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 14.0)",{'Widowed'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 25.0)",{'United-States'},{'<=50K'},RnL0L3PSIXlbaLbwG6QfoVUVYsmA/yk0DVR9J1n0bhlp0ecVVq//tyqsDMTHZ4dFzT7Dtj46wOtEKoQVmKU+2zGLgWC9oHRwRg9+5qn239gELU3t0jIAQSt1m5Mv5aCBa5oisqEmB1pO5tPdLmULMicFpoIOJacuuQ6sOJyF3n8=
3443,"(65.0, 76.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 14.0)",{'Widowed'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 25.0)",{'United-States'},{'<=50K'},AkGG4XZCuAc8ep6cAokBWK8bkOQYHhQVy7pi3spQxY2zHTOwmzSN4KcbyUanoSc6nMpOfi5A5Gn+LB7XaeSl6/PR8Lb2hG0N0QJ14jrS1Ac04mKlZd47NYSdkurUZxXE+0EJi4bi/HV185m27QFrB/LVMLcQ+pyLL9EsnlvXuSU=
317,"(65.0, 76.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 14.0)",{'Widowed'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 25.0)",{'United-States'},{'<=50K'},OTwndiOg75fG/JgSieY9NtUvdgkdn+JKzflHjINL0SwRX6xWWaW5OVicfu05IcgzM8/tPA/bOeWLKr6jtH1lspvfsL9r0RECxJ1oHlhlxdlcxuybpkrH9rfM5DfQ4NqghW6Tk8IP+WlVd+rNRevoIWH4JfXDW9YYpIJkQn++gG0=
19,"(50.0, 56.0)","{'?' ,'Local-gov' ,'Private' ,'State-gov'}","(3.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(28.0, 36.0)",{'United-States'},{'<=50K'},a4ygLRjjJBFmlBL7Xxis3hSyHAtSBUqYc0zmmmBLfQJ++8PAYgFCPtSGaowZyeBM+FDsNgQYlWQ5G9rOEwPhq1SwYDm8JE+h25THxFaqxplv/9E7Im0kDRWVifnZG8hk/DngBAqxWYASJFNGln1D7at8T8OWcV/jeVIXqtz8TRY=
474,"(50.0, 56.0)","{'?' ,'Local-gov' ,'Private' ,'State-gov'}","(3.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(28.0, 36.0)",{'United-States'},{'<=50K'},IZ7em19dpEdb0BZIbNy5uQ52l9hxU0C/6tgLZZLZf0cKP8hUudbLh8M3x/em+apdnZZXiJV4RQHlFeGVmbWZWxGZHagqQJ0SbA3BPYqis5LAvMCfWYO3jEGQbiRMNtVEjKI6MXzg0lQjalLLsqqH7Vy+hiJztKZJEDR7R8fbCRU=
2412,"(50.0, 56.0)","{'?' ,'Local-gov' ,'Private' ,'State-gov'}","(3.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(28.0, 36.0)",{'United-States'},{'<=50K'},L+D/Brai5tdQx3SSfw8NCLavpRlLsLpEaxPRPhzKvC5eyA739hsY/ieNF03OzFXm+n/EjpKwb8i3BUHZl0LpZTACisCtuMrr79UTk4XPL9J8EiZY2OOmEmx0gISAFLq9/vr3xskvjwmwdKoLsw3K7BfddqH3KkHm5QdQh6anzcI=
2454,"(50.0, 56.0)","{'?' ,'Local-gov' ,'Private' ,'State-gov'}","(3.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(28.0, 36.0)",{'United-States'},{'<=50K'},ULx01C79MohCdyQGbhuG6WPGALLG+ECOx6FAzKRO6vmmfnpTzdxRZam0wCpvaNTIQy0SlZOobjABk03avCl1+vOGil5EB7xDH/sm5OkGXREC/PzqRxTk2ie2w9fOziqjGWFIQvKu1nCKv73BLUyoBM+n8vJVA6J6OWAsXinpI64=
2595,"(50.0, 56.0)","{'?' ,'Local-gov' ,'Private' ,'State-gov'}","(3.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(28.0, 36.0)",{'United-States'},{'<=50K'},EdUaRIszzVV3235ZadvQs3qq3ruYdbte1R/Mml9boYpDZfW8eaqy3KWMsO56xz3Y1e7h42RF/W8yucYTi+RIsHFr2qe573t4zzv/A5bzbl+EXUkZ1Klm185NUePWRhgoQRq5MjLbUEcg8MzStj91FWAv/x8S1SHNPYCVUvByl9U=
3590,"(50.0, 56.0)","{'?' ,'Local-gov' ,'Private' ,'State-gov'}","(3.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Priv-house-serv'}",{'Unmarried'},{'Black'},{'Female'},"(28.0, 36.0)",{'United-States'},{'<=50K'},O/8vurhKq5zGPo8dWZsQIUGufqSGalpDT/FczTWpBEUT/Qui6Z4FKd0EF9E4rBYgu0n9h7ubhDnCSgH4hslT7QXzBnZVoLnQRlqkw6aqzfV4nJvQn37DIldKTq6B88RVhYcE+WHWvdQ2vYc8eW+tysDFISlkhjdAymACwqSpxp4=
13,"(59.0, 71.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 9.0)",{'Widowed'},"{'?' ,'Machine-op-inspct' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},S4MQcDF5gmRoBtaODf4H/9YjrFncNLp2eF/AGR5XIr0G4dLqXKx0OCMgNmWLpKi6NmuDzGmwXAIemFk9M82mACOuNgt0V7nUw5NOeiVdXjwlImG/c2qbLqoJH4LYygJdIqafGLCMkoqm3ewZQNppUDnUvPXZMOqHiFobOEZ2NCY=
543,"(59.0, 71.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 9.0)",{'Widowed'},"{'?' ,'Machine-op-inspct' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},etMZ8CHnS00P1VOoK2VX2XDAdHxvaoPS5EeL30jWdH3kzBhr51sKEMhubsbA2AMsH8Kw3KkYrEuIWfJ8keN4tomKniPy+wdyfbeNpSYdN3n3VJ9jDj9iV9qhrrZSMOBjXzXdYatl2FRi2i0fvnVLm6T6/YQ3dcmPr5zKRjaikHw=
1140,"(59.0, 71.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 9.0)",{'Widowed'},"{'?' ,'Machine-op-inspct' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},AJ6YEY5QD2F4lZ1PFtoWGUhYfpc2kgJ2r3qmE5e+rkQLwgB2XPiEP6hau7fz8awMyPdcNg0yV+E3TRU4o+Dg88pUvbRaV0VRkesX7o8I7qAuRV2Pp09Pe+cOh6/Q7hUC0bRCM18ucUKlMRQJgJFBOs+V2qN51QMwWprB2+IKXvg=
1271,"(59.0, 71.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 9.0)",{'Widowed'},"{'?' ,'Machine-op-inspct' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},hAwEH9xZJ3zbSiC25Hlh2XTGwsnJ74sYHR9iOm4y7FDTQCEayqjJFVOJCwS3htdnjK2wwdcwoHGtRhAhHf57R1F9QJxMvlNG23NTyUs5CsLApei29xUd4NZr0zvYy8AAvQBpSY9tqspkIVrOkmPB0ga5Rgjah+K2RIkOUFCCfrc=
1683,"(59.0, 71.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 9.0)",{'Widowed'},"{'?' ,'Machine-op-inspct' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},fCKRjD7h5U5oJ75fMJIDQhY6CIkvVisDbqQjzisClawdt/QG049uh1bOTwdZCgXNa0aNJLOnGs1SjmhlO2j6r9Idv0zawTcSzk3k7KHIVQaOS9E6XbRHaUa0oOIOL8Q4IfrKnxpJ09Euqgez7XHbV6uLslF7y01pLP8+yxJ3rNc=
2975,"(59.0, 71.0)","{'?' ,'Local-gov' ,'Private'}","(5.0, 9.0)",{'Widowed'},"{'?' ,'Machine-op-inspct' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},gnP+HXdkBvJx1axWJYZ5Y3H3bEMbsaX2DirYsC0BSJwMGuz6RIoQ7HwmZtKa3DQVoTdUZ3AW4izws10Y71xZsFLMjeRo4Cery6ZQYgCh35mY5YJ3xF/c73rreLW3gZM97exs5rG2TR+cnnXyuw8KKNVwsOk76PXPdes23tWzIh4=
79,"(51.0, 56.0)","{'?' ,'Private'}","(4.0, 12.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti' ,'United-States'}",{'<=50K'},ryekaD++XXbQoHYKuCtxicip0QXFXWYUSKnytmRi6Ay/8aBNaFL+KDCez3TvKqtBQgIiUpFOdgiM+mZMZ2nNOfvBQePSq4g/Y3+ObLQx+OsBBTYM+UihH1DGDn1gYPrEwZhvNZty8xb6JMcM7BE2u+6ReycQ6s99SxcOaLZ0PIk=
763,"(51.0, 56.0)","{'?' ,'Private'}","(4.0, 12.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti' ,'United-States'}",{'<=50K'},P5JlLxqIM0er9EdrP4kDrdD55hx5ohR6rfaGu8mtc3b0zqnnHaUS2fgbxrn66n4Nr7fdxAIx4eEi8IjbGlzlcu1UYw/MlPI6tSLLqWGy8d4b4zjIRhqk9qW5kgu6QUIumZJDudUMzlVP6qUeajKChR7dbj6l8l5EU0oR0ZiyBh4=
901,"(51.0, 56.0)","{'?' ,'Private'}","(4.0, 12.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti' ,'United-States'}",{'<=50K'},lYZVkx8iXXJu07HBCjt8dheTfWPVedfml9lMxIlFOCflu3Tu1Dst7Ji5wRub3LT/1ybyl305YsVSocHrmMion95dLFW0NS2je/9DMTGNd+kSY/YZac8OUFYmjBTu1vM5umttjy8AZFhl3IS+9YkIJGV187mdbMt+UeODbfKygMA=
1348,"(51.0, 56.0)","{'?' ,'Private'}","(4.0, 12.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti' ,'United-States'}",{'<=50K'},X0GJGxy/TnWpEXyAfNvH6umVf3YhyaK/+fJNIMwDbQJlXERyK5V1xsVMfPio5jGirVXcPIzW/vslun1GvLIw0PTojg8mQ34kfIB5xKwtuv2ZCQXp2aoBoK7BRu32pestO6rNeXthJkL8Wdwa0MiiZEZFYduci54YrV76s/f1gUM=
1823,"(51.0, 56.0)","{'?' ,'Private'}","(4.0, 12.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti' ,'United-States'}",{'<=50K'},fTPH4/MsDkon0nYTr7/dt7OLVhSvt44Kd71vmz6mMG+GQ/PPCI6n6JEJpaUWDpX7l80AhZYOR3iHoC42ppm7YssGhGaBnUJZr9pzd0/ioqVcBUy3UBfSiwQfxwNEaVuveg0y41QMZN/gVpqi2SrmF4QiT1OLIL1G1EdBsxHJBXA=
41,"(51.0, 56.0)","{'?' ,'Private'}","(4.0, 12.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)","{'Haiti' ,'United-States'}",{'<=50K'},D3/gzqr/cKyuw8HLJ0ABJwNECyWvtlbL48df/2v3kQC0loWtQG2GZd6dqHdySw28qecfhmlBjVCspa9nq6/7nJY6GZNxdDKKC7tD5bVg69vMV0WipganPqOm0ZwpJj7CHbExpLvCRqqe4ZFT9f0BhmhmnCFKniavK3Mxl61vjJ0=
117,"(59.0, 69.0)","{'?' ,'Private'}","(4.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Prof-specialty' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},FAv5/Gdnm40Is9SlnpMyilP9xeDBhAUBFyr6qE3ENBcKC6AQOVRan1OWJ1w3voQ/gop07JVbr3JxcPg9VYriJ8Wy2/v4ktjQrzkaYE/9NF96F3axY3DE4lTPeRfPDLtTH1PuZ1na3+fvHpQQe54dZwhKF8kK0AOiYWJ2KB3BoSo=
1102,"(59.0, 69.0)","{'?' ,'Private'}","(4.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Prof-specialty' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},DcrbU7+oCE8ymnrygizf+9LJNx7y7i1B0tFEFL631vFexs/VnRSzNVR2d7Td82D5svcA5HKLHgfLHKn4JHvbGlw5VE980Cv3YT1H++Q9OmIm7utKV9pZ/h3K8Q/F9fLMOdH1fsHRNbmxhUou0utE4rBtGeryNLxpeyMXL0c9rUk=
1218,"(59.0, 69.0)","{'?' ,'Private'}","(4.0, 13.0)",{'Widowed'},"{'?' ,'Adm-clerical' ,'Other-service' ,'Prof-specialty' ,'Sales'}",{'Unmarried'},{'Black'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},EsrSTbDVBL7Ljk517aJZjSgPZ4K+XoOzfjF3DU0IkgLW9bY0RGycYihdfCd9Dwr58KluKs0Oug2dYqtG7hUC8VKuzom388hvYutZ3GGUalMe+NIpKwDBmRAewCulqvY8fdcJcqw4cbFQhrLSy3d6INBJf/hRKjf+O34NSSFuYDw=
