,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
572,55.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,37.0,United-States,>50K
573,75.0,Private,6.0,Widowed,Other-service,Unmarried,White,Female,38.0,United-States,<=50K
619,64.0,?,9.0,Widowed,?,Not-in-family,White,Female,4.0,United-States,<=50K
638,52.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,50.0,United-States,<=50K
653,50.0,Self-emp-inc,16.0,Divorced,Prof-specialty,Unmarried,White,Female,51.0,United-States,>50K
668,89.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,33.0,United-States,<=50K
685,51.0,Self-emp-inc,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,71.0,United-States,>50K
697,87.0,?,13.0,Widowed,?,Other-relative,Asian-Pac-Islander,Female,9.0,Philippines,>50K
698,54.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
699,54.0,Private,14.0,Widowed,Exec-managerial,Unmarried,White,Female,36.0,United-States,<=50K
705,66.0,?,7.0,Divorced,?,Not-in-family,Black,Female,18.0,United-States,<=50K
725,50.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,39.0,United-States,<=50K
744,51.0,?,9.0,Widowed,?,Unmarried,White,Female,41.0,United-States,<=50K
761,62.0,Private,14.0,Widowed,Prof-specialty,Unmarried,White,Female,9.0,United-States,>50K
793,50.0,State-gov,11.0,Never-married,Other-service,Not-in-family,Black,Female,36.0,United-States,<=50K
798,71.0,?,3.0,Divorced,?,Not-in-family,White,Female,16.0,United-States,<=50K
849,60.0,Private,10.0,Married-civ-spouse,Transport-moving,Wife,White,Female,43.0,United-States,>50K
859,56.0,Private,11.0,Never-married,Tech-support,Not-in-family,White,Female,38.0,United-States,<=50K
881,54.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
900,67.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,15.0,United-States,<=50K
935,68.0,Private,13.0,Separated,Sales,Unmarried,White,Female,35.0,United-States,<=50K
941,88.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,35.0,United-States,<=50K
946,53.0,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,66.0,United-States,<=50K
982,60.0,Private,3.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,37.0,?,<=50K
1007,61.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,36.0,Philippines,>50K
1027,60.0,Private,5.0,Widowed,Other-service,Unmarried,White,Female,39.0,Canada,<=50K
1053,50.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,55.0,United-States,<=50K
1058,59.0,Private,10.0,Never-married,Prof-specialty,Unmarried,White,Female,51.0,United-States,<=50K
1060,56.0,Private,9.0,Divorced,Adm-clerical,Other-relative,White,Female,38.0,United-States,<=50K
1061,52.0,Private,9.0,Separated,Craft-repair,Unmarried,White,Female,54.0,United-States,<=50K
1067,50.0,Private,4.0,Divorced,Prof-specialty,Unmarried,White,Female,60.0,United-States,<=50K
1089,81.0,Private,5.0,Widowed,Priv-house-serv,Not-in-family,White,Female,6.0,United-States,<=50K
1099,71.0,State-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,13.0,United-States,>50K
1122,59.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,18.0,United-States,<=50K
1132,58.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,35.0,United-States,<=50K
1133,62.0,Private,15.0,Widowed,Prof-specialty,Not-in-family,White,Female,26.0,United-States,<=50K
1139,57.0,Private,6.0,Widowed,Machine-op-inspct,Unmarried,White,Female,37.0,United-States,<=50K
1146,52.0,Private,10.0,Divorced,Sales,Unmarried,White,Female,51.0,United-States,<=50K
1157,66.0,Private,6.0,Divorced,Other-service,Not-in-family,White,Female,38.0,United-States,<=50K
1182,57.0,Private,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,54.0,United-States,<=50K
1218,52.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,63.0,United-States,>50K
1274,73.0,Private,6.0,Widowed,Priv-house-serv,Not-in-family,White,Female,71.0,United-States,<=50K
1276,72.0,State-gov,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,6.0,United-States,<=50K
1286,53.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,37.0,United-States,>50K
1288,55.0,Private,6.0,Divorced,Craft-repair,Unmarried,Black,Female,39.0,United-States,<=50K
1292,62.0,Self-emp-not-inc,10.0,Widowed,Farming-fishing,Unmarried,White,Female,6.0,United-States,<=50K
1296,53.0,State-gov,9.0,Divorced,Other-service,Not-in-family,White,Female,38.0,United-States,<=50K
1298,71.0,State-gov,8.0,Never-married,Adm-clerical,Not-in-family,White,Female,19.0,United-States,<=50K
1303,53.0,State-gov,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,61.0,United-States,<=50K
1330,65.0,Self-emp-not-inc,13.0,Divorced,Exec-managerial,Other-relative,White,Female,16.0,United-States,>50K
1331,60.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,37.0,United-States,<=50K
1338,54.0,Private,6.0,Divorced,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
1367,51.0,Local-gov,7.0,Widowed,Transport-moving,Unmarried,White,Female,38.0,United-States,<=50K
1371,64.0,?,10.0,Married-civ-spouse,?,Wife,White,Female,50.0,Iran,<=50K
1386,67.0,?,4.0,Widowed,?,Not-in-family,White,Female,28.0,United-States,<=50K
1420,51.0,Private,13.0,Separated,Prof-specialty,Unmarried,Black,Female,36.0,?,<=50K
1436,54.0,State-gov,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,54.0,United-States,<=50K
1443,72.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,30.0,Mexico,>50K
1459,52.0,Private,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,36.0,United-States,>50K
1476,69.0,?,3.0,Widowed,?,Not-in-family,White,Female,37.0,United-States,<=50K
1482,56.0,?,11.0,Never-married,?,Unmarried,Asian-Pac-Islander,Female,21.0,United-States,<=50K
1483,51.0,?,3.0,Divorced,?,Not-in-family,White,Female,18.0,United-States,<=50K
1499,62.0,Private,10.0,Divorced,Priv-house-serv,Not-in-family,White,Female,51.0,United-States,<=50K
1519,56.0,Self-emp-not-inc,9.0,Divorced,Sales,Unmarried,White,Female,54.0,United-States,<=50K
1523,51.0,Private,11.0,Never-married,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
1532,50.0,Private,9.0,Married-spouse-absent,Other-service,Other-relative,White,Female,37.0,United-States,>50K
1562,54.0,Local-gov,10.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,41.0,United-States,>50K
1605,58.0,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,36.0,United-States,<=50K
1617,52.0,Local-gov,10.0,Divorced,Adm-clerical,Other-relative,Black,Female,37.0,United-States,<=50K
1627,54.0,Private,10.0,Never-married,Tech-support,Unmarried,White,Female,39.0,United-States,<=50K
1648,53.0,Private,9.0,Separated,Machine-op-inspct,Not-in-family,White,Female,38.0,United-States,<=50K
1649,53.0,Self-emp-not-inc,9.0,Divorced,Craft-repair,Unmarried,Black,Female,40.0,United-States,<=50K
1660,51.0,Private,7.0,Divorced,Other-service,Unmarried,White,Female,46.0,United-States,>50K
1674,58.0,Private,6.0,Separated,Priv-house-serv,Unmarried,White,Female,26.0,United-States,<=50K
1688,55.0,Federal-gov,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,38.0,Germany,>50K
1691,53.0,Private,13.0,Divorced,Exec-managerial,Unmarried,Other,Female,41.0,United-States,>50K
1698,64.0,State-gov,11.0,Never-married,Other-service,Not-in-family,White,Female,30.0,United-States,<=50K
1719,55.0,Local-gov,14.0,Divorced,Prof-specialty,Unmarried,White,Female,44.0,United-States,<=50K
1725,59.0,Private,13.0,Divorced,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
1751,66.0,?,5.0,Divorced,?,Not-in-family,White,Female,1.0,United-States,<=50K
1779,53.0,Private,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,39.0,United-States,>50K
1781,50.0,Local-gov,8.0,Divorced,Machine-op-inspct,Unmarried,White,Female,37.0,Puerto-Rico,<=50K
1803,51.0,Private,13.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,40.0,United-States,>50K
1806,50.0,Federal-gov,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,36.0,United-States,>50K
1814,57.0,Private,11.0,Never-married,Sales,Not-in-family,White,Female,36.0,United-States,<=50K
1818,56.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,61.0,United-States,<=50K
1846,53.0,Private,11.0,Divorced,Other-service,Unmarried,White,Female,36.0,United-States,<=50K
1855,57.0,Private,9.0,Divorced,Sales,Unmarried,White,Female,62.0,?,<=50K
1872,51.0,Private,5.0,Separated,Machine-op-inspct,Unmarried,White,Female,34.0,United-States,<=50K
1876,50.0,Local-gov,10.0,Widowed,Other-service,Unmarried,Black,Female,35.0,United-States,<=50K
1878,50.0,Private,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,37.0,United-States,<=50K
1892,54.0,?,10.0,Never-married,?,Other-relative,White,Female,39.0,United-States,<=50K
1902,73.0,Local-gov,9.0,Widowed,Other-service,Not-in-family,White,Female,10.0,United-States,<=50K
1907,58.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,44.0,United-States,<=50K
1909,51.0,Private,11.0,Divorced,Prof-specialty,Unmarried,White,Female,39.0,United-States,<=50K
1946,71.0,Private,4.0,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,13.0,United-States,<=50K
1993,52.0,Local-gov,9.0,Widowed,Transport-moving,Unmarried,White,Female,40.0,United-States,<=50K
2008,74.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,16.0,United-States,<=50K
2064,50.0,Private,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,45.0,United-States,<=50K
2073,52.0,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,37.0,United-States,<=50K
2078,57.0,Private,9.0,Divorced,Sales,Unmarried,White,Female,37.0,United-States,<=50K
2091,64.0,?,9.0,Divorced,?,Not-in-family,White,Female,38.0,United-States,<=50K
2108,60.0,Private,6.0,Married-spouse-absent,Other-service,Unmarried,White,Female,40.0,United-States,<=50K
2115,50.0,?,3.0,Married-spouse-absent,?,Unmarried,White,Female,36.0,United-States,<=50K
2120,51.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,40.0,United-States,<=50K
2123,50.0,Private,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,36.0,United-States,<=50K
2128,51.0,Private,13.0,Divorced,Sales,Not-in-family,White,Female,62.0,United-States,<=50K
2170,59.0,Private,6.0,Divorced,Adm-clerical,Not-in-family,Black,Female,29.0,United-States,<=50K
2173,57.0,Private,9.0,Widowed,Machine-op-inspct,Unmarried,White,Female,38.0,United-States,<=50K
2185,55.0,Private,6.0,Married-civ-spouse,Craft-repair,Wife,White,Female,52.0,United-States,<=50K
2188,62.0,?,13.0,Widowed,?,Not-in-family,White,Female,28.0,United-States,>50K
2189,51.0,Private,12.0,Widowed,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
2196,57.0,State-gov,12.0,Divorced,Adm-clerical,Unmarried,White,Female,31.0,United-States,<=50K
2211,64.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,Black,Female,32.0,United-States,<=50K
2244,59.0,State-gov,13.0,Widowed,Exec-managerial,Not-in-family,White,Female,51.0,United-States,<=50K
2257,59.0,Private,6.0,Divorced,Other-service,Not-in-family,White,Female,21.0,United-States,<=50K
2269,50.0,Self-emp-inc,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,41.0,Greece,>50K
2301,50.0,Private,12.0,Divorced,Sales,Not-in-family,White,Female,35.0,United-States,<=50K
2306,90.0,?,14.0,Widowed,?,Other-relative,White,Female,9.0,United-States,<=50K
2316,68.0,Private,7.0,Divorced,Other-service,Not-in-family,White,Female,39.0,United-States,>50K
2394,51.0,Local-gov,6.0,Divorced,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
2411,52.0,Private,14.0,Divorced,Exec-managerial,Unmarried,White,Female,72.0,United-States,<=50K
2423,57.0,Self-emp-not-inc,10.0,Divorced,Sales,Other-relative,White,Female,37.0,United-States,<=50K
2430,58.0,Self-emp-not-inc,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,65.0,United-States,<=50K
2434,51.0,?,9.0,Married-spouse-absent,?,Not-in-family,White,Female,37.0,United-States,<=50K
2453,71.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,31.0,United-States,<=50K
2463,54.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,62.0,United-States,>50K
2471,73.0,?,11.0,Widowed,?,Unmarried,White,Female,2.0,United-States,<=50K
2507,56.0,Private,12.0,Never-married,Tech-support,Not-in-family,White,Female,13.0,United-States,<=50K
2548,75.0,Private,9.0,Widowed,Sales,Unmarried,Black,Female,16.0,United-States,<=50K
2565,57.0,Private,10.0,Divorced,Sales,Unmarried,Black,Female,38.0,United-States,>50K
2580,58.0,Self-emp-not-inc,9.0,Widowed,Sales,Not-in-family,White,Female,32.0,United-States,<=50K
2611,55.0,Private,12.0,Never-married,Tech-support,Not-in-family,White,Female,24.0,United-States,<=50K
2647,62.0,Private,15.0,Widowed,Prof-specialty,Unmarried,White,Female,36.0,United-States,<=50K
2648,52.0,Private,12.0,Divorced,Sales,Unmarried,White,Female,59.0,United-States,<=50K
2652,56.0,State-gov,9.0,Divorced,Adm-clerical,Not-in-family,Black,Female,63.0,United-States,<=50K
2654,53.0,Federal-gov,10.0,Divorced,Exec-managerial,Unmarried,White,Female,66.0,United-States,<=50K
2658,52.0,State-gov,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,15.0,United-States,>50K
2676,53.0,Private,9.0,Divorced,Adm-clerical,Own-child,White,Female,37.0,United-States,<=50K
2721,56.0,Local-gov,9.0,Widowed,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
2722,59.0,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,52.0,United-States,<=50K
2729,71.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,28.0,United-States,>50K
2738,60.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
2744,57.0,Self-emp-not-inc,10.0,Divorced,Prof-specialty,Unmarried,White,Female,39.0,United-States,<=50K
2752,61.0,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,36.0,United-States,>50K
2776,53.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
2778,52.0,State-gov,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,41.0,United-States,<=50K
2794,50.0,State-gov,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,36.0,United-States,>50K
2817,50.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
2841,58.0,Federal-gov,9.0,Widowed,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
2852,72.0,Private,6.0,Widowed,Other-service,Not-in-family,White,Female,40.0,Mexico,<=50K
2898,56.0,Federal-gov,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,27.0,United-States,<=50K
2936,57.0,Local-gov,5.0,Married-civ-spouse,Other-service,Wife,White,Female,39.0,United-States,<=50K
2993,59.0,Private,11.0,Widowed,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
3002,66.0,Private,7.0,Widowed,Other-service,Unmarried,White,Female,39.0,United-States,<=50K
3020,57.0,Private,6.0,Divorced,Sales,Unmarried,White,Female,39.0,Guatemala,<=50K
3024,54.0,Local-gov,14.0,Widowed,Exec-managerial,Unmarried,White,Female,42.0,United-States,<=50K
3027,50.0,Private,11.0,Divorced,Sales,Unmarried,Black,Female,35.0,United-States,<=50K
3070,71.0,?,5.0,Widowed,?,Unmarried,Black,Female,36.0,United-States,<=50K
3074,70.0,Private,5.0,Married-civ-spouse,Other-service,Wife,White,Female,24.0,United-States,<=50K
3077,58.0,Federal-gov,9.0,Divorced,Sales,Not-in-family,White,Female,61.0,United-States,<=50K
3097,54.0,?,9.0,Widowed,?,Unmarried,White,Female,38.0,United-States,<=50K
3117,56.0,Self-emp-inc,14.0,Divorced,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
3131,57.0,Federal-gov,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,61.0,United-States,<=50K
3135,71.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,34.0,United-States,<=50K
3146,53.0,Private,11.0,Divorced,Sales,Unmarried,White,Female,59.0,Italy,<=50K
3175,51.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,39.0,United-States,>50K
3179,55.0,Private,15.0,Divorced,Prof-specialty,Unmarried,White,Female,36.0,Italy,>50K
3182,57.0,Private,11.0,Never-married,Prof-specialty,Unmarried,White,Female,57.0,United-States,<=50K
3220,75.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,36.0,Vietnam,<=50K
3223,69.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,33.0,United-States,<=50K
3258,72.0,?,5.0,Widowed,?,Not-in-family,White,Female,3.0,United-States,<=50K
3271,50.0,State-gov,9.0,Widowed,Other-service,Unmarried,White,Female,38.0,United-States,<=50K
3308,53.0,Private,9.0,Married-civ-spouse,Other-service,Wife,White,Female,36.0,United-States,<=50K
3311,57.0,Private,14.0,Widowed,Sales,Not-in-family,White,Female,63.0,United-States,<=50K
3327,90.0,Private,10.0,Separated,Adm-clerical,Own-child,White,Female,36.0,United-States,<=50K
3332,52.0,Private,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,39.0,United-States,>50K
3340,57.0,Private,9.0,Widowed,Priv-house-serv,Unmarried,White,Female,16.0,United-States,<=50K
3342,50.0,Private,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,36.0,United-States,>50K
3382,57.0,Private,6.0,Never-married,Sales,Not-in-family,White,Female,36.0,United-States,<=50K
3383,51.0,Private,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,39.0,United-States,<=50K
3390,71.0,Private,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,36.0,United-States,>50K
3392,62.0,Private,9.0,Divorced,Transport-moving,Unmarried,Black,Female,43.0,United-States,<=50K
3418,53.0,?,14.0,Divorced,?,Unmarried,White,Female,37.0,Canada,>50K
3441,50.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,40.0,Mexico,<=50K
3447,58.0,Private,9.0,Separated,Adm-clerical,Unmarried,White,Female,64.0,United-States,<=50K
3458,67.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,28.0,United-States,<=50K
3491,50.0,Private,10.0,Divorced,Other-service,Not-in-family,White,Female,36.0,United-States,<=50K
3549,50.0,Local-gov,13.0,Never-married,Prof-specialty,Unmarried,White,Female,60.0,United-States,<=50K
3568,64.0,Private,9.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,19.0,United-States,<=50K
3584,64.0,Private,10.0,Widowed,Tech-support,Not-in-family,White,Female,37.0,United-States,<=50K
3609,59.0,Private,4.0,Widowed,Other-service,Not-in-family,White,Female,7.0,United-States,<=50K
3619,71.0,Private,11.0,Separated,Sales,Unmarried,White,Female,38.0,United-States,<=50K
3637,57.0,Private,6.0,Widowed,Adm-clerical,Own-child,White,Female,30.0,United-States,<=50K
3668,87.0,Local-gov,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,51.0,United-States,<=50K
3672,53.0,Private,11.0,Never-married,Prof-specialty,Own-child,White,Female,61.0,United-States,<=50K
3673,55.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,23.0,United-States,<=50K
3676,55.0,Private,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,36.0,United-States,<=50K
3678,55.0,Self-emp-inc,5.0,Divorced,Exec-managerial,Unmarried,White,Female,52.0,United-States,<=50K
3711,50.0,?,9.0,Married-civ-spouse,?,Wife,White,Female,9.0,United-States,<=50K
3718,60.0,Private,6.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,39.0,United-States,>50K
3732,54.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.0,United-States,>50K
3759,76.0,?,10.0,Widowed,?,Unmarried,White,Female,3.0,United-States,<=50K
3773,60.0,Self-emp-not-inc,9.0,Widowed,Sales,Not-in-family,White,Female,47.0,United-States,<=50K
3795,64.0,Local-gov,14.0,Separated,Prof-specialty,Not-in-family,White,Female,36.0,United-States,>50K
3807,51.0,Private,8.0,Never-married,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
3815,72.0,?,13.0,Divorced,?,Not-in-family,White,Female,38.0,United-States,<=50K
3864,58.0,?,14.0,Divorced,?,Unmarried,White,Female,12.0,United-States,<=50K
3868,53.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,38.0,United-States,<=50K
3895,51.0,Private,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,32.0,United-States,<=50K
3908,63.0,Private,15.0,Widowed,Prof-specialty,Unmarried,White,Female,37.0,United-States,<=50K
3921,54.0,Private,6.0,Divorced,Other-service,Unmarried,White,Female,37.0,United-States,<=50K
3930,51.0,Private,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.0,Canada,<=50K
3940,51.0,Private,10.0,Divorced,Exec-managerial,Other-relative,White,Female,70.0,United-States,<=50K
3941,81.0,?,9.0,Widowed,?,Not-in-family,White,Female,5.0,United-States,<=50K
3946,54.0,Private,11.0,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,58.0,United-States,<=50K
4010,53.0,Private,4.0,Married-civ-spouse,Protective-serv,Wife,White,Female,38.0,United-States,<=50K
4064,53.0,Federal-gov,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,70.0,United-States,<=50K
4097,55.0,Private,11.0,Divorced,Adm-clerical,Unmarried,White,Female,38.0,?,<=50K
4102,64.0,Local-gov,10.0,Widowed,Other-service,Unmarried,White,Female,20.0,United-States,<=50K
4149,50.0,Private,13.0,Separated,Machine-op-inspct,Unmarried,White,Female,37.0,United-States,>50K
4191,82.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,17.0,United-States,<=50K
4199,62.0,Private,13.0,Never-married,Sales,Not-in-family,White,Female,55.0,United-States,<=50K
4227,68.0,?,9.0,Divorced,?,Own-child,White,Female,11.0,United-States,<=50K
4229,52.0,Self-emp-inc,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,63.0,United-States,>50K
4244,70.0,Local-gov,14.0,Widowed,Prof-specialty,Unmarried,White,Female,7.0,United-States,<=50K
4270,67.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,11.0,United-States,<=50K
4273,59.0,Self-emp-inc,9.0,Separated,Adm-clerical,Unmarried,Black,Female,36.0,United-States,<=50K
4314,59.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,United-States,<=50K
4322,57.0,Local-gov,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,55.0,United-States,<=50K
4345,50.0,Private,14.0,Divorced,Exec-managerial,Unmarried,White,Female,44.0,United-States,<=50K
