,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
604,59.0,Self-emp-not-inc,13.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,40.0,United-States,<=50K
608,65.0,Private,14.0,Never-married,Other-service,Not-in-family,White,Female,16.0,United-States,>50K
633,55.0,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
644,55.0,Local-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
679,55.0,Federal-gov,14.0,Divorced,Exec-managerial,Unmarried,White,Female,36.0,United-States,<=50K
704,56.0,Self-emp-not-inc,14.0,Divorced,Machine-op-inspct,Unmarried,White,Female,39.0,United-States,<=50K
707,57.0,Private,11.0,Married-civ-spouse,Tech-support,Wife,Black,Female,22.0,?,<=50K
714,50.0,Private,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,60.0,United-States,<=50K
733,54.0,Private,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,43.0,United-States,<=50K
747,53.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Female,60.0,United-States,<=50K
752,60.0,State-gov,13.0,Divorced,Adm-clerical,Unmarried,White,Female,17.0,United-States,<=50K
772,53.0,Private,6.0,Divorced,Craft-repair,Not-in-family,White,Female,20.0,United-States,<=50K
795,54.0,Local-gov,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,32.0,United-States,>50K
798,52.0,Private,8.0,Divorced,Sales,Not-in-family,White,Female,36.0,United-States,<=50K
810,62.0,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,38.0,United-States,>50K
826,61.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,36.0,United-States,<=50K
832,56.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,39.0,United-States,<=50K
834,73.0,State-gov,4.0,Widowed,Other-service,Not-in-family,White,Female,7.0,United-States,<=50K
853,63.0,?,4.0,Married-civ-spouse,?,Wife,White,Female,16.0,United-States,>50K
868,85.0,Self-emp-not-inc,9.0,Widowed,Exec-managerial,Unmarried,White,Female,35.0,United-States,<=50K
877,61.0,?,9.0,Never-married,?,Not-in-family,White,Female,34.0,United-States,<=50K
928,56.0,Private,13.0,Never-married,Other-service,Unmarried,White,Female,64.0,United-States,>50K
936,51.0,?,11.0,Married-spouse-absent,?,Not-in-family,White,Female,35.0,United-States,<=50K
941,55.0,?,6.0,Divorced,?,Unmarried,White,Female,10.0,United-States,<=50K
945,58.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,53.0,United-States,<=50K
958,56.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
962,53.0,Private,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,39.0,United-States,<=50K
1010,52.0,Private,13.0,Married-spouse-absent,Sales,Not-in-family,White,Female,40.0,United-States,<=50K
1022,57.0,State-gov,9.0,Divorced,Other-service,Not-in-family,White,Female,38.0,United-States,<=50K
1042,68.0,?,13.0,Widowed,?,Unmarried,White,Female,26.0,United-States,<=50K
1107,52.0,Private,14.0,Divorced,Exec-managerial,Not-in-family,Black,Female,37.0,United-States,>50K
1114,74.0,Private,9.0,Widowed,Adm-clerical,Other-relative,White,Female,39.0,United-States,<=50K
1128,64.0,Private,9.0,Married-civ-spouse,Transport-moving,Wife,Black,Female,38.0,United-States,<=50K
1142,57.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,43.0,Columbia,<=50K
1147,55.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,37.0,England,<=50K
1171,61.0,?,10.0,Divorced,?,Not-in-family,White,Female,3.0,United-States,<=50K
1202,54.0,State-gov,9.0,Widowed,Other-service,Not-in-family,White,Female,36.0,United-States,<=50K
1205,57.0,Self-emp-inc,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,40.0,United-States,<=50K
1217,53.0,Self-emp-not-inc,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.0,United-States,<=50K
1218,52.0,Self-emp-inc,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,73.0,United-States,<=50K
1276,64.0,Private,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,35.0,United-States,<=50K
1296,57.0,Private,4.0,Married-civ-spouse,Craft-repair,Wife,White,Female,33.0,United-States,>50K
1335,50.0,Private,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
1336,62.0,?,9.0,Widowed,?,Not-in-family,White,Female,34.0,United-States,<=50K
1426,56.0,Local-gov,10.0,Separated,Adm-clerical,Not-in-family,White,Female,35.0,United-States,<=50K
1440,57.0,Federal-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,37.0,United-States,<=50K
1442,57.0,Private,5.0,Married-spouse-absent,Other-service,Unmarried,White,Female,29.0,United-States,<=50K
1455,54.0,Private,9.0,Widowed,Sales,Unmarried,White,Female,55.0,United-States,<=50K
1474,57.0,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
1478,52.0,?,11.0,Separated,?,Not-in-family,White,Female,32.0,United-States,<=50K
1511,66.0,Self-emp-inc,11.0,Divorced,Exec-managerial,Unmarried,White,Female,36.0,United-States,<=50K
1552,50.0,State-gov,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,37.0,Cuba,<=50K
1563,56.0,Self-emp-inc,14.0,Married-civ-spouse,Sales,Wife,White,Female,40.0,United-States,>50K
1584,58.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,35.0,United-States,<=50K
1601,55.0,Private,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,36.0,United-States,<=50K
1603,66.0,Self-emp-not-inc,9.0,Widowed,Sales,Not-in-family,White,Female,50.0,United-States,<=50K
1610,56.0,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,18.0,United-States,>50K
1644,56.0,Local-gov,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
1652,50.0,Local-gov,14.0,Divorced,Adm-clerical,Unmarried,White,Female,31.0,United-States,<=50K
1666,54.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,51.0,United-States,<=50K
1681,68.0,Private,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,10.0,United-States,>50K
1700,50.0,Private,12.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,41.0,United-States,<=50K
1706,58.0,Private,12.0,Widowed,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
1716,51.0,Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,37.0,United-States,>50K
1730,60.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,33.0,United-States,>50K
1758,73.0,?,7.0,Widowed,?,Other-relative,White,Female,1.0,United-States,<=50K
1759,56.0,Self-emp-not-inc,8.0,Divorced,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
1761,67.0,?,9.0,Married-civ-spouse,?,Wife,White,Female,14.0,United-States,<=50K
1770,56.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,38.0,United-States,>50K
1786,51.0,Self-emp-not-inc,9.0,Divorced,Sales,Not-in-family,White,Female,54.0,United-States,<=50K
1821,53.0,Private,10.0,Never-married,Craft-repair,Unmarried,White,Female,36.0,United-States,<=50K
1833,56.0,Federal-gov,13.0,Widowed,Prof-specialty,Unmarried,White,Female,40.0,United-States,<=50K
1839,51.0,State-gov,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,64.0,United-States,<=50K
1847,57.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
1878,64.0,Private,14.0,Divorced,Exec-managerial,Unmarried,White,Female,42.0,United-States,<=50K
1884,56.0,Local-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
1887,50.0,Private,3.0,Married-civ-spouse,Other-service,Wife,White,Female,15.0,Guatemala,<=50K
1944,60.0,Private,11.0,Widowed,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
1951,70.0,Private,9.0,Widowed,Adm-clerical,Other-relative,White,Female,2.0,Germany,<=50K
1979,55.0,Private,10.0,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,36.0,United-States,<=50K
1989,55.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,31.0,Ireland,<=50K
1996,53.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,36.0,United-States,<=50K
2011,68.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
2024,58.0,Self-emp-inc,6.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,54.0,United-States,<=50K
2032,53.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,80.0,United-States,<=50K
2034,64.0,Private,6.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,38.0,United-States,<=50K
2040,59.0,Self-emp-not-inc,10.0,Widowed,Prof-specialty,Not-in-family,White,Female,53.0,United-States,<=50K
2054,64.0,Self-emp-not-inc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,65.0,United-States,<=50K
2067,50.0,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,38.0,United-States,<=50K
2085,64.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,35.0,United-States,<=50K
2168,54.0,Private,9.0,Widowed,Sales,Unmarried,White,Female,52.0,United-States,<=50K
2180,86.0,Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,66.0,?,>50K
2193,67.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,5.0,United-States,<=50K
2243,54.0,?,6.0,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,36.0,United-States,<=50K
2257,52.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,35.0,United-States,<=50K
2266,79.0,Private,11.0,Widowed,Priv-house-serv,Unmarried,White,Female,20.0,United-States,<=50K
2304,50.0,Local-gov,12.0,Divorced,Prof-specialty,Not-in-family,Black,Female,36.0,United-States,>50K
2307,57.0,Private,9.0,Married-civ-spouse,Other-service,Wife,White,Female,58.0,United-States,<=50K
2329,54.0,Private,9.0,Separated,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
2340,61.0,Private,8.0,Divorced,Other-service,Not-in-family,Black,Female,40.0,United-States,>50K
2356,50.0,Self-emp-not-inc,9.0,Divorced,Sales,Unmarried,White,Female,38.0,United-States,<=50K
2358,55.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
2366,52.0,Private,12.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,36.0,United-States,<=50K
2367,59.0,Private,4.0,Divorced,Adm-clerical,Unmarried,White,Female,22.0,Italy,<=50K
2378,54.0,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,37.0,United-States,>50K
2385,70.0,?,14.0,Widowed,?,Not-in-family,White,Female,28.0,United-States,>50K
2392,50.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,39.0,Mexico,<=50K
2403,78.0,Self-emp-not-inc,10.0,Widowed,Craft-repair,Unmarried,White,Female,37.0,United-States,<=50K
2421,52.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,51.0,United-States,<=50K
2428,67.0,Private,15.0,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,51.0,United-States,>50K
2457,50.0,Self-emp-not-inc,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,39.0,Columbia,<=50K
2462,57.0,?,9.0,Divorced,?,Unmarried,Asian-Pac-Islander,Female,51.0,United-States,<=50K
2501,71.0,?,14.0,Widowed,?,Not-in-family,White,Female,4.0,United-States,<=50K
2516,59.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
2524,65.0,Private,10.0,Divorced,Machine-op-inspct,Unmarried,White,Female,36.0,United-States,<=50K
2526,57.0,?,9.0,Divorced,?,Unmarried,White,Female,80.0,United-States,<=50K
2558,51.0,Private,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,40.0,United-States,<=50K
2559,51.0,Private,14.0,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,37.0,South,<=50K
2605,56.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,38.0,United-States,<=50K
2612,62.0,Private,9.0,Widowed,Priv-house-serv,Not-in-family,White,Female,16.0,Cuba,<=50K
2618,51.0,Private,10.0,Divorced,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
2626,50.0,Private,13.0,Divorced,Prof-specialty,Unmarried,White,Female,37.0,United-States,>50K
2629,62.0,Self-emp-not-inc,4.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,37.0,United-States,>50K
2634,51.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,35.0,United-States,<=50K
2695,53.0,Private,13.0,Separated,Prof-specialty,Unmarried,White,Female,60.0,United-States,<=50K
2703,57.0,Local-gov,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
2705,64.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,34.0,United-States,<=50K
2715,51.0,Self-emp-not-inc,13.0,Never-married,Farming-fishing,Unmarried,White,Female,36.0,United-States,<=50K
2716,60.0,?,9.0,Divorced,?,Not-in-family,White,Female,34.0,United-States,>50K
2760,64.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Unmarried,White,Female,39.0,United-States,<=50K
2762,62.0,?,9.0,Widowed,?,Not-in-family,White,Female,40.0,United-States,<=50K
2790,53.0,Private,10.0,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,37.0,United-States,<=50K
2793,50.0,Private,9.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,38.0,United-States,<=50K
2795,57.0,?,9.0,Widowed,?,Not-in-family,White,Female,39.0,United-States,<=50K
2802,56.0,Private,11.0,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,20.0,United-States,<=50K
2816,52.0,Private,10.0,Separated,Adm-clerical,Unmarried,Black,Female,40.0,United-States,<=50K
2821,54.0,Private,9.0,Divorced,Prof-specialty,Not-in-family,White,Female,36.0,United-States,>50K
2835,60.0,Private,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,36.0,United-States,<=50K
2862,60.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,35.0,United-States,<=50K
2943,62.0,Private,9.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,40.0,United-States,<=50K
2955,86.0,Private,9.0,Widowed,Exec-managerial,Unmarried,White,Female,30.0,United-States,>50K
2971,54.0,Private,6.0,Married-spouse-absent,Craft-repair,Unmarried,White,Female,38.0,United-States,<=50K
2993,70.0,Private,14.0,Widowed,Exec-managerial,Not-in-family,White,Female,45.0,United-States,<=50K
3000,58.0,Self-emp-not-inc,13.0,Never-married,Prof-specialty,Unmarried,White,Female,60.0,United-States,<=50K
3020,57.0,Private,9.0,Divorced,Craft-repair,Unmarried,White,Female,39.0,United-States,<=50K
3024,76.0,Self-emp-not-inc,11.0,Widowed,Craft-repair,Unmarried,White,Female,38.0,United-States,>50K
3036,58.0,Private,12.0,Divorced,Other-service,Unmarried,White,Female,35.0,United-States,<=50K
3070,64.0,Self-emp-not-inc,5.0,Divorced,Other-service,Not-in-family,Black,Female,16.0,United-States,<=50K
3104,65.0,?,9.0,Widowed,?,Unmarried,White,Female,36.0,United-States,<=50K
3124,54.0,Private,10.0,Widowed,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
3142,83.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,67.0,United-States,<=50K
3144,62.0,Private,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,19.0,United-States,<=50K
3177,51.0,Local-gov,10.0,Married-civ-spouse,Protective-serv,Wife,White,Female,38.0,United-States,<=50K
3181,56.0,Private,6.0,Married-civ-spouse,Transport-moving,Wife,White,Female,94.0,United-States,<=50K
3185,61.0,Private,13.0,Widowed,Adm-clerical,Unmarried,White,Female,25.0,United-States,>50K
3221,51.0,Private,14.0,Never-married,Prof-specialty,Unmarried,White,Female,62.0,United-States,>50K
3223,51.0,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,37.0,United-States,<=50K
3251,68.0,Private,10.0,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,54.0,United-States,<=50K
3253,60.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,17.0,United-States,<=50K
3335,56.0,Private,9.0,Separated,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
3391,50.0,Private,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,38.0,United-States,<=50K
3438,75.0,Private,6.0,Widowed,Sales,Unmarried,White,Female,37.0,United-States,<=50K
3458,56.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,38.0,United-States,<=50K
3463,64.0,Private,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,63.0,United-States,>50K
3474,58.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,38.0,United-States,<=50K
3483,51.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,37.0,United-States,<=50K
3496,54.0,Private,9.0,Separated,Other-service,Not-in-family,White,Female,38.0,United-States,>50K
3520,56.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,31.0,United-States,<=50K
3541,56.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
3558,52.0,Private,11.0,Never-married,Sales,Unmarried,Black,Female,31.0,United-States,<=50K
3560,50.0,Private,9.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,50.0,United-States,<=50K
3606,57.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Wife,White,Female,39.0,United-States,<=50K
3632,63.0,Self-emp-not-inc,13.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,35.0,United-States,>50K
3661,63.0,Private,13.0,Widowed,Adm-clerical,Unmarried,White,Female,24.0,United-States,<=50K
3677,54.0,?,9.0,Divorced,?,Not-in-family,White,Female,30.0,United-States,<=50K
3705,67.0,?,10.0,Never-married,?,Other-relative,White,Female,17.0,United-States,<=50K
3709,80.0,?,9.0,Divorced,?,Not-in-family,White,Female,35.0,United-States,<=50K
3713,71.0,Private,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,23.0,United-States,<=50K
3728,52.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,Black,Female,39.0,United-States,<=50K
3731,78.0,Private,4.0,Never-married,Machine-op-inspct,Not-in-family,Black,Female,32.0,United-States,<=50K
3739,52.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
3781,56.0,?,3.0,Separated,?,Unmarried,White,Female,43.0,Mexico,<=50K
3790,51.0,State-gov,15.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,38.0,United-States,>50K
3816,52.0,Federal-gov,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,43.0,United-States,<=50K
3839,75.0,Private,9.0,Widowed,Priv-house-serv,Not-in-family,White,Female,16.0,Cuba,<=50K
3860,52.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,73.0,United-States,<=50K
3872,62.0,Private,4.0,Never-married,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
3890,56.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,Black,Female,35.0,United-States,<=50K
3898,53.0,?,5.0,Separated,?,Not-in-family,White,Female,54.0,United-States,<=50K
3904,75.0,Private,13.0,Divorced,Other-service,Not-in-family,White,Female,38.0,?,<=50K
3920,67.0,Private,10.0,Never-married,Other-service,Unmarried,White,Female,4.0,United-States,<=50K
3927,52.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,60.0,United-States,<=50K
3928,51.0,Local-gov,9.0,Never-married,Adm-clerical,Not-in-family,Black,Female,40.0,United-States,<=50K
3945,51.0,Private,11.0,Divorced,Sales,Not-in-family,White,Female,64.0,United-States,<=50K
3977,59.0,Private,5.0,Widowed,Other-service,Not-in-family,White,Female,23.0,United-States,<=50K
3988,50.0,Private,6.0,Divorced,Other-service,Not-in-family,White,Female,38.0,Mexico,<=50K
4027,57.0,Private,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
4029,52.0,Private,3.0,Widowed,Other-service,Unmarried,White,Female,31.0,Mexico,<=50K
4036,56.0,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
4075,51.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,39.0,United-States,<=50K
4091,57.0,?,6.0,Married-civ-spouse,?,Wife,White,Female,50.0,United-States,<=50K
4108,50.0,Self-emp-inc,14.0,Divorced,Exec-managerial,Unmarried,White,Female,64.0,United-States,<=50K
4135,62.0,?,9.0,Widowed,?,Unmarried,White,Female,39.0,United-States,<=50K
4143,53.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,36.0,United-States,<=50K
4149,61.0,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,13.0,United-States,>50K
4155,69.0,?,14.0,Widowed,?,Not-in-family,White,Female,28.0,United-States,<=50K
4213,62.0,Private,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,52.0,United-States,>50K
4262,51.0,Private,9.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,37.0,United-States,<=50K
4273,52.0,Private,4.0,Never-married,Craft-repair,Unmarried,Black,Female,60.0,United-States,<=50K
4336,67.0,Local-gov,5.0,Never-married,Other-service,Not-in-family,White,Female,25.0,United-States,<=50K
4354,56.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
4383,55.0,Private,10.0,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,37.0,United-States,<=50K
4393,53.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40.0,United-States,<=50K
4455,52.0,Local-gov,11.0,Divorced,Prof-specialty,Unmarried,White,Female,40.0,United-States,<=50K
4478,51.0,Private,9.0,Never-married,Sales,Unmarried,White,Female,38.0,United-States,<=50K
4481,58.0,Private,13.0,Widowed,Adm-clerical,Not-in-family,White,Female,47.0,United-States,<=50K
4487,58.0,Private,3.0,Divorced,Other-service,Other-relative,White,Female,24.0,El-Salvador,<=50K
4527,58.0,Federal-gov,10.0,Widowed,Adm-clerical,Other-relative,White,Female,49.0,United-States,<=50K
4551,55.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
4562,54.0,?,6.0,Widowed,?,Unmarried,White,Female,20.0,United-States,<=50K
4564,78.0,Private,10.0,Widowed,Priv-house-serv,Unmarried,White,Female,18.0,United-States,<=50K
4578,63.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,16.0,?,<=50K
4595,53.0,Private,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,50.0,United-States,<=50K
4605,73.0,?,6.0,Widowed,?,Not-in-family,White,Female,4.0,?,<=50K
4607,60.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,42.0,United-States,>50K
4614,61.0,Private,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,22.0,United-States,<=50K
4644,68.0,Private,2.0,Widowed,Priv-house-serv,Not-in-family,White,Female,6.0,Guatemala,<=50K
4674,71.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,84.0,United-States,<=50K
4702,57.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
4717,51.0,Private,11.0,Never-married,Sales,Not-in-family,White,Female,39.0,United-States,<=50K
4723,56.0,Private,16.0,Never-married,Exec-managerial,Unmarried,White,Female,54.0,United-States,>50K
4737,52.0,Local-gov,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
4752,66.0,?,4.0,Widowed,?,Other-relative,White,Female,16.0,United-States,<=50K
4765,50.0,?,11.0,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,37.0,United-States,<=50K
4766,53.0,Private,11.0,Never-married,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
4791,54.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,37.0,United-States,<=50K
4803,50.0,Private,14.0,Divorced,Adm-clerical,Not-in-family,White,Female,32.0,United-States,<=50K
4813,59.0,Private,10.0,Divorced,Other-service,Unmarried,White,Female,21.0,United-States,<=50K
