,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
2349,52.0,Private,3.0,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,10.0,Mexico,<=50K
2357,54.0,Private,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,37.0,United-States,<=50K
2364,51.0,Private,13.0,Widowed,Prof-specialty,Own-child,White,Female,35.0,United-States,>50K
2369,57.0,Private,14.0,Widowed,Other-service,Not-in-family,White,Female,14.0,United-States,<=50K
2375,51.0,Private,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,40.0,United-States,<=50K
2395,81.0,Federal-gov,9.0,Widowed,Exec-managerial,Unmarried,White,Female,19.0,United-States,<=50K
2437,56.0,?,9.0,Divorced,?,Not-in-family,White,Female,38.0,United-States,<=50K
2459,67.0,?,9.0,Widowed,?,Unmarried,White,Female,5.0,United-States,<=50K
2466,61.0,Private,12.0,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,38.0,Philippines,<=50K
2471,58.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,36.0,United-States,<=50K
2479,77.0,Private,5.0,Widowed,Other-service,Not-in-family,White,Female,17.0,United-States,<=50K
2500,64.0,Private,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,39.0,United-States,<=50K
2509,64.0,Private,6.0,Never-married,Sales,Not-in-family,White,Female,47.0,United-States,<=50K
2579,59.0,Private,13.0,Divorced,Tech-support,Not-in-family,White,Female,38.0,United-States,<=50K
2601,60.0,?,14.0,Divorced,?,Not-in-family,White,Female,14.0,United-States,>50K
2607,54.0,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,36.0,United-States,>50K
2628,53.0,Private,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,36.0,United-States,>50K
2650,66.0,State-gov,10.0,Widowed,Other-service,Not-in-family,White,Female,9.0,United-States,<=50K
2737,84.0,Local-gov,9.0,Widowed,Other-service,Not-in-family,Black,Female,14.0,United-States,<=50K
2738,50.0,State-gov,13.0,Divorced,Prof-specialty,Unmarried,White,Female,42.0,United-States,<=50K
2744,72.0,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,19.0,United-States,<=50K
2770,65.0,?,9.0,Divorced,?,Not-in-family,White,Female,34.0,United-States,<=50K
2852,50.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
2863,54.0,Private,5.0,Widowed,Adm-clerical,Not-in-family,Black,Female,19.0,United-States,<=50K
2864,73.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,19.0,United-States,<=50K
2871,68.0,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,39.0,El-Salvador,<=50K
2874,56.0,Private,9.0,Divorced,Prof-specialty,Not-in-family,White,Female,39.0,United-States,<=50K
2877,62.0,Private,10.0,Widowed,Adm-clerical,Unmarried,Black,Female,38.0,United-States,>50K
2883,54.0,Private,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,40.0,United-States,>50K
2905,52.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,36.0,Haiti,>50K
2915,59.0,Private,9.0,Separated,Sales,Not-in-family,Asian-Pac-Islander,Female,72.0,?,<=50K
2929,64.0,Private,9.0,Never-married,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
2937,53.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,37.0,United-States,<=50K
2941,60.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
2946,72.0,Private,5.0,Divorced,Priv-house-serv,Unmarried,White,Female,7.0,United-States,<=50K
2960,58.0,Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,50.0,United-States,<=50K
2962,73.0,Private,2.0,Widowed,Priv-house-serv,Not-in-family,White,Female,8.0,Guatemala,<=50K
2970,81.0,State-gov,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,17.0,United-States,<=50K
2972,53.0,Private,11.0,Divorced,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
2984,54.0,State-gov,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,36.0,United-States,<=50K
2993,59.0,Private,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
2996,75.0,?,6.0,Widowed,?,Not-in-family,White,Female,38.0,United-States,<=50K
2999,50.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,53.0,United-States,<=50K
3000,50.0,Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,56.0,United-States,<=50K
3042,61.0,Private,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,10.0,United-States,<=50K
3062,54.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,39.0,United-States,<=50K
3066,55.0,Local-gov,13.0,Married-civ-spouse,Protective-serv,Wife,White,Female,35.0,United-States,>50K
3103,50.0,Self-emp-inc,12.0,Married-civ-spouse,Sales,Wife,White,Female,54.0,United-States,<=50K
3119,59.0,Private,13.0,Divorced,Sales,Unmarried,White,Female,58.0,United-States,<=50K
3146,71.0,Federal-gov,11.0,Widowed,Exec-managerial,Unmarried,White,Female,39.0,United-States,<=50K
3153,63.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,23.0,United-States,<=50K
3176,56.0,Private,4.0,Separated,Machine-op-inspct,Unmarried,White,Female,38.0,Guatemala,<=50K
3177,51.0,Private,8.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,38.0,United-States,<=50K
3184,56.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,54.0,United-States,<=50K
3195,67.0,?,9.0,Divorced,?,Not-in-family,White,Female,38.0,United-States,<=50K
3199,62.0,Local-gov,9.0,Widowed,Other-service,Unmarried,White,Female,22.0,United-States,<=50K
3211,55.0,Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
3225,53.0,Private,11.0,Married-civ-spouse,Craft-repair,Wife,White,Female,37.0,United-States,>50K
3232,58.0,Private,11.0,Widowed,Adm-clerical,Unmarried,White,Female,20.0,United-States,<=50K
3239,71.0,Self-emp-inc,9.0,Widowed,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
3290,55.0,Private,5.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,42.0,United-States,<=50K
3308,53.0,Private,14.0,Married-civ-spouse,Sales,Wife,White,Female,36.0,United-States,>50K
3366,65.0,Private,9.0,Widowed,Priv-house-serv,Not-in-family,White,Female,10.0,United-States,<=50K
3385,74.0,Private,10.0,Widowed,Priv-house-serv,Unmarried,White,Female,11.0,United-States,<=50K
3403,57.0,Private,10.0,Never-married,Sales,Not-in-family,White,Female,44.0,United-States,<=50K
3420,65.0,Self-emp-not-inc,11.0,Widowed,Other-service,Unmarried,White,Female,5.0,United-States,<=50K
3442,59.0,Private,4.0,Widowed,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
3448,52.0,Private,13.0,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,54.0,United-States,<=50K
3453,56.0,Private,10.0,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,41.0,United-States,<=50K
3470,50.0,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,38.0,United-States,<=50K
3494,55.0,Private,13.0,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,30.0,Philippines,<=50K
3504,79.0,?,3.0,Married-civ-spouse,?,Wife,White,Female,17.0,Mexico,<=50K
3516,74.0,Private,8.0,Never-married,Other-service,Other-relative,White,Female,26.0,United-States,<=50K
3550,63.0,Private,2.0,Divorced,Priv-house-serv,Not-in-family,White,Female,38.0,United-States,<=50K
3608,50.0,State-gov,9.0,Widowed,Other-service,Not-in-family,White,Female,20.0,United-States,<=50K
3623,55.0,Private,11.0,Never-married,Adm-clerical,Not-in-family,Black,Female,39.0,United-States,<=50K
3636,57.0,Private,9.0,Widowed,Machine-op-inspct,Other-relative,White,Female,39.0,United-States,<=50K
3646,53.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,38.0,United-States,<=50K
3671,89.0,Self-emp-not-inc,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,16.0,United-States,<=50K
3673,58.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,37.0,United-States,>50K
3675,62.0,Private,7.0,Widowed,Farming-fishing,Unmarried,White,Female,32.0,United-States,<=50K
3680,73.0,Private,11.0,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,11.0,United-States,<=50K
3700,59.0,Private,14.0,Widowed,Sales,Not-in-family,White,Female,58.0,United-States,<=50K
3705,78.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,7.0,United-States,<=50K
3706,50.0,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,36.0,United-States,>50K
3727,60.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
3729,53.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
3748,61.0,State-gov,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,39.0,United-States,<=50K
3766,59.0,Self-emp-inc,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,42.0,United-States,<=50K
3780,56.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,39.0,United-States,<=50K
3793,60.0,Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,54.0,United-States,<=50K
3796,59.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,33.0,United-States,<=50K
3800,56.0,Private,9.0,Widowed,Adm-clerical,Other-relative,White,Female,64.0,United-States,<=50K
3809,55.0,Private,4.0,Married-civ-spouse,Craft-repair,Wife,White,Female,43.0,Dominican-Republic,<=50K
3874,50.0,Private,2.0,Divorced,Other-service,Unmarried,White,Female,38.0,Mexico,>50K
3875,66.0,Private,13.0,Married-civ-spouse,Transport-moving,Wife,White,Female,19.0,United-States,>50K
3898,53.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,54.0,United-States,>50K
3941,56.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,30.0,United-States,<=50K
3955,56.0,Local-gov,14.0,Divorced,Prof-specialty,Unmarried,White,Female,48.0,United-States,<=50K
3986,59.0,Private,9.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40.0,Philippines,<=50K
3988,50.0,Self-emp-not-inc,14.0,Divorced,Sales,Unmarried,White,Female,57.0,United-States,<=50K
4025,61.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,64.0,United-States,<=50K
4072,66.0,Private,7.0,Widowed,Sales,Unmarried,White,Female,19.0,United-States,<=50K
4077,63.0,?,13.0,Separated,?,Not-in-family,Black,Female,40.0,United-States,<=50K
4080,73.0,State-gov,16.0,Never-married,Prof-specialty,Other-relative,White,Female,18.0,United-States,<=50K
4094,56.0,Federal-gov,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
4104,64.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,38.0,United-States,<=50K
4105,55.0,Private,11.0,Divorced,Adm-clerical,Unmarried,Black,Female,40.0,United-States,<=50K
4120,58.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
4144,52.0,Private,16.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,51.0,United-States,>50K
4161,73.0,Private,2.0,Widowed,Priv-house-serv,Unmarried,White,Female,9.0,Guatemala,<=50K
4164,61.0,Private,2.0,Divorced,Priv-house-serv,Not-in-family,White,Female,38.0,Guatemala,<=50K
4169,70.0,Private,13.0,Widowed,Exec-managerial,Unmarried,White,Female,36.0,United-States,<=50K
4171,54.0,Self-emp-not-inc,9.0,Divorced,Sales,Not-in-family,Black,Female,40.0,United-States,<=50K
4188,61.0,Private,14.0,Divorced,Sales,Unmarried,White,Female,36.0,United-States,>50K
4189,70.0,?,13.0,Widowed,?,Other-relative,White,Female,20.0,United-States,<=50K
4193,62.0,Self-emp-not-inc,9.0,Divorced,Exec-managerial,Unmarried,White,Female,72.0,United-States,<=50K
4207,56.0,?,9.0,Separated,?,Unmarried,White,Female,38.0,United-States,<=50K
4219,57.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
4248,66.0,Local-gov,9.0,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,36.0,?,<=50K
4276,69.0,Private,3.0,Widowed,Adm-clerical,Not-in-family,Other,Female,36.0,El-Salvador,<=50K
4295,54.0,?,11.0,Separated,?,Unmarried,White,Female,39.0,United-States,<=50K
4302,52.0,Private,13.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,48.0,Taiwan,<=50K
4323,65.0,Private,9.0,Widowed,Exec-managerial,Unmarried,White,Female,38.0,United-States,<=50K
4337,51.0,Private,14.0,Widowed,Sales,Own-child,White,Female,40.0,United-States,<=50K
4352,64.0,Private,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,21.0,United-States,>50K
4375,53.0,Private,13.0,Divorced,Sales,Unmarried,White,Female,23.0,United-States,>50K
4381,64.0,Private,9.0,Divorced,Priv-house-serv,Not-in-family,White,Female,37.0,United-States,<=50K
4416,62.0,?,14.0,Separated,?,Not-in-family,Asian-Pac-Islander,Female,4.0,?,<=50K
4422,71.0,Self-emp-not-inc,9.0,Separated,Exec-managerial,Not-in-family,White,Female,31.0,United-States,<=50K
4446,62.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,40.0,United-States,<=50K
4485,62.0,Private,9.0,Divorced,Priv-house-serv,Not-in-family,White,Female,37.0,United-States,<=50K
4535,77.0,Private,4.0,Widowed,Other-service,Not-in-family,Black,Female,19.0,United-States,<=50K
4555,52.0,Self-emp-inc,15.0,Divorced,Prof-specialty,Unmarried,White,Female,44.0,Germany,>50K
4559,63.0,Private,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,9.0,United-States,<=50K
