,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
1274,59.0,Private,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,22.0,United-States,>50K
1275,56.0,Private,6.0,Widowed,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
1303,57.0,Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,37.0,United-States,>50K
1315,79.0,?,7.0,Widowed,?,Not-in-family,White,Female,4.0,United-States,<=50K
1317,56.0,Self-emp-not-inc,9.0,Never-married,Exec-managerial,Own-child,White,Female,36.0,United-States,<=50K
1322,53.0,Private,9.0,Divorced,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,16.0,United-States,<=50K
1341,60.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,41.0,United-States,<=50K
1349,55.0,Private,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,43.0,United-States,<=50K
1424,57.0,Private,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,37.0,United-States,>50K
1433,63.0,Private,4.0,Divorced,Tech-support,Not-in-family,White,Female,39.0,Columbia,<=50K
1450,58.0,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,36.0,United-States,<=50K
1452,61.0,?,13.0,Married-civ-spouse,?,Wife,White,Female,27.0,United-States,>50K
1501,53.0,Private,9.0,Divorced,Craft-repair,Unmarried,White,Female,40.0,United-States,<=50K
1534,51.0,Private,9.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,53.0,United-States,<=50K
1549,61.0,State-gov,16.0,Widowed,Prof-specialty,Not-in-family,White,Female,35.0,United-States,>50K
1586,52.0,Private,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.0,United-States,>50K
1610,56.0,Private,11.0,Divorced,Exec-managerial,Unmarried,White,Female,53.0,United-States,<=50K
1628,88.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
1643,53.0,Private,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,54.0,United-States,>50K
1671,78.0,?,5.0,Widowed,?,Other-relative,White,Female,37.0,United-States,<=50K
1678,62.0,Local-gov,10.0,Widowed,Exec-managerial,Not-in-family,Black,Female,38.0,United-States,>50K
1709,57.0,Private,14.0,Divorced,Prof-specialty,Own-child,White,Female,36.0,United-States,<=50K
1711,65.0,Private,10.0,Divorced,Sales,Unmarried,White,Female,25.0,United-States,>50K
1723,65.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,17.0,Columbia,<=50K
1726,57.0,Self-emp-inc,10.0,Widowed,Exec-managerial,Unmarried,White,Female,36.0,United-States,<=50K
1739,54.0,Private,10.0,Widowed,Adm-clerical,Unmarried,Black,Female,36.0,United-States,<=50K
1829,66.0,Local-gov,11.0,Widowed,Adm-clerical,Unmarried,White,Female,18.0,United-States,<=50K
1831,65.0,Private,13.0,Married-civ-spouse,Sales,Wife,White,Female,22.0,United-States,>50K
1837,51.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,37.0,United-States,>50K
1845,50.0,Private,14.0,Separated,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
1886,57.0,Private,9.0,Divorced,Other-service,Unmarried,Other,Female,38.0,Columbia,<=50K
1903,62.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
1933,55.0,Private,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,33.0,United-States,>50K
2027,52.0,Private,9.0,Divorced,Sales,Not-in-family,Black,Female,64.0,United-States,<=50K
2050,82.0,Private,13.0,Widowed,Sales,Unmarried,White,Female,16.0,United-States,<=50K
2070,53.0,Private,9.0,Married-civ-spouse,Other-service,Wife,White,Female,21.0,United-States,<=50K
2112,55.0,Self-emp-inc,9.0,Married-civ-spouse,Sales,Wife,White,Female,40.0,United-States,<=50K
2148,57.0,Private,10.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
2152,54.0,Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,38.0,United-States,>50K
2271,70.0,State-gov,15.0,Widowed,Adm-clerical,Not-in-family,White,Female,35.0,United-States,>50K
2294,54.0,Self-emp-not-inc,6.0,Divorced,Prof-specialty,Unmarried,White,Female,37.0,United-States,<=50K
2313,64.0,State-gov,16.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,27.0,United-States,>50K
2343,61.0,Private,11.0,Widowed,Adm-clerical,Unmarried,White,Female,33.0,United-States,<=50K
2355,85.0,State-gov,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,37.0,United-States,<=50K
2356,72.0,?,5.0,Divorced,?,Not-in-family,White,Female,9.0,United-States,<=50K
2359,55.0,Private,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,40.0,United-States,>50K
2392,54.0,Self-emp-not-inc,9.0,Never-married,Exec-managerial,Unmarried,White,Female,44.0,United-States,<=50K
2394,65.0,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,35.0,United-States,>50K
2409,50.0,Private,9.0,Divorced,Other-service,Not-in-family,Black,Female,40.0,United-States,<=50K
2411,52.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,38.0,United-States,>50K
2412,62.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,38.0,United-States,<=50K
2437,53.0,State-gov,4.0,Never-married,Other-service,Not-in-family,White,Female,33.0,Mexico,<=50K
2444,51.0,?,9.0,Separated,?,Not-in-family,White,Female,37.0,United-States,<=50K
2455,71.0,Self-emp-not-inc,13.0,Widowed,Exec-managerial,Unmarried,White,Female,37.0,United-States,<=50K
2458,50.0,Local-gov,14.0,Divorced,Prof-specialty,Not-in-family,Black,Female,37.0,United-States,<=50K
2503,61.0,Private,9.0,Married-civ-spouse,Sales,Wife,White,Female,40.0,United-States,>50K
2547,50.0,Private,6.0,Widowed,Other-service,Unmarried,White,Female,38.0,United-States,<=50K
2581,53.0,Federal-gov,11.0,Separated,Adm-clerical,Unmarried,White,Female,35.0,United-States,<=50K
2591,70.0,?,15.0,Widowed,?,Unmarried,White,Female,1.0,United-States,>50K
2602,52.0,?,10.0,Separated,?,Not-in-family,White,Female,53.0,United-States,<=50K
2613,62.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,37.0,United-States,<=50K
2616,74.0,?,9.0,Widowed,?,Not-in-family,Black,Female,35.0,United-States,<=50K
2682,52.0,Private,11.0,Separated,Prof-specialty,Not-in-family,White,Female,64.0,United-States,<=50K
2709,52.0,State-gov,10.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,39.0,United-States,>50K
2719,51.0,Private,6.0,Married-civ-spouse,Craft-repair,Wife,White,Female,32.0,United-States,<=50K
2755,68.0,?,10.0,Divorced,?,Unmarried,Black,Female,15.0,United-States,<=50K
2760,79.0,State-gov,9.0,Widowed,Adm-clerical,Other-relative,White,Female,10.0,United-States,<=50K
2762,51.0,?,9.0,Married-civ-spouse,?,Other-relative,White,Female,64.0,United-States,<=50K
2764,59.0,Private,11.0,Divorced,Other-service,Unmarried,White,Female,34.0,United-States,<=50K
2778,59.0,Self-emp-inc,15.0,Divorced,Prof-specialty,Own-child,Black,Female,36.0,United-States,<=50K
2797,57.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,19.0,United-States,<=50K
2809,68.0,?,3.0,Widowed,?,Not-in-family,White,Female,13.0,United-States,<=50K
2845,53.0,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,10.0,United-States,>50K
2848,61.0,Federal-gov,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,37.0,Iran,>50K
2852,87.0,Federal-gov,10.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,Mexico,<=50K
2863,69.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,Black,Female,9.0,United-States,<=50K
2912,52.0,State-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
2914,68.0,?,9.0,Widowed,?,Not-in-family,Black,Female,36.0,United-States,<=50K
2920,59.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,38.0,United-States,<=50K
2931,63.0,Local-gov,10.0,Married-civ-spouse,Transport-moving,Wife,White,Female,35.0,United-States,<=50K
2941,64.0,Private,13.0,Widowed,Exec-managerial,Not-in-family,White,Female,8.0,United-States,<=50K
2994,58.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,37.0,United-States,<=50K
3022,53.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,37.0,United-States,<=50K
3030,54.0,Private,6.0,Widowed,Adm-clerical,Not-in-family,White,Female,42.0,United-States,<=50K
3041,56.0,Private,9.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
3070,53.0,Self-emp-not-inc,9.0,Divorced,Exec-managerial,Not-in-family,Black,Female,41.0,United-States,<=50K
3120,63.0,Private,11.0,Widowed,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
3125,67.0,Self-emp-inc,14.0,Widowed,Sales,Unmarried,White,Female,37.0,United-States,<=50K
3131,68.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,17.0,United-States,<=50K
3135,60.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,34.0,United-States,<=50K
3147,50.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,48.0,United-States,<=50K
3174,60.0,Private,12.0,Widowed,Exec-managerial,Unmarried,White,Female,39.0,United-States,<=50K
3180,55.0,Private,8.0,Never-married,Handlers-cleaners,Not-in-family,Black,Female,36.0,United-States,<=50K
3205,59.0,State-gov,14.0,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,39.0,United-States,>50K
3263,50.0,State-gov,11.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,61.0,United-States,<=50K
3290,55.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,51.0,United-States,<=50K
3302,52.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,39.0,United-States,<=50K
3304,69.0,?,9.0,Widowed,?,Not-in-family,White,Female,40.0,United-States,<=50K
3323,54.0,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,39.0,United-States,<=50K
3334,62.0,Local-gov,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,42.0,United-States,<=50K
3358,61.0,?,6.0,Divorced,?,Not-in-family,White,Female,39.0,England,<=50K
3373,62.0,Private,9.0,Widowed,Prof-specialty,Not-in-family,White,Female,36.0,United-States,<=50K
3410,72.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
3444,57.0,Private,14.0,Divorced,Prof-specialty,Unmarried,White,Female,32.0,United-States,<=50K
3459,58.0,Private,8.0,Married-civ-spouse,Transport-moving,Wife,White,Female,36.0,Mexico,<=50K
3503,53.0,Private,5.0,Separated,Other-service,Unmarried,Black,Female,50.0,United-States,<=50K
3514,57.0,State-gov,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,38.0,United-States,>50K
3525,50.0,Private,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,55.0,United-States,>50K
3565,61.0,Private,4.0,Divorced,Machine-op-inspct,Not-in-family,Other,Female,40.0,Dominican-Republic,<=50K
3567,54.0,Private,9.0,Divorced,Exec-managerial,Other-relative,White,Female,40.0,United-States,<=50K
3573,88.0,?,5.0,Widowed,?,Not-in-family,White,Female,36.0,United-States,<=50K
3580,63.0,Private,9.0,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,12.0,United-States,<=50K
3620,67.0,?,9.0,Divorced,?,Other-relative,Black,Female,37.0,United-States,<=50K
3622,60.0,State-gov,10.0,Divorced,Prof-specialty,Other-relative,White,Female,31.0,United-States,<=50K
3629,74.0,Private,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,27.0,United-States,<=50K
3637,57.0,Private,11.0,Divorced,Exec-managerial,Unmarried,White,Female,40.0,United-States,<=50K
3645,71.0,?,9.0,Widowed,?,Not-in-family,White,Female,6.0,United-States,<=50K
3661,78.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,29.0,United-States,<=50K
3708,67.0,Private,9.0,Married-civ-spouse,Priv-house-serv,Husband,White,Female,20.0,United-States,>50K
3709,59.0,Private,13.0,Widowed,Exec-managerial,Not-in-family,White,Female,40.0,United-States,>50K
3735,54.0,Private,10.0,Married-spouse-absent,Other-service,Unmarried,White,Female,28.0,United-States,<=50K
3748,57.0,Federal-gov,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,44.0,United-States,<=50K
3754,63.0,State-gov,11.0,Never-married,Prof-specialty,Unmarried,White,Female,39.0,United-States,<=50K
3756,52.0,Private,5.0,Married-spouse-absent,Sales,Unmarried,White,Female,40.0,United-States,<=50K
3760,52.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,39.0,United-States,<=50K
3765,57.0,Private,9.0,Married-spouse-absent,Other-service,Unmarried,White,Female,39.0,Poland,<=50K
3768,65.0,Private,10.0,Widowed,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
3780,56.0,Private,14.0,Never-married,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
3793,53.0,Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,29.0,United-States,<=50K
3798,66.0,Private,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,43.0,Puerto-Rico,<=50K
3813,51.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,38.0,United-States,<=50K
3839,53.0,State-gov,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,55.0,Japan,<=50K
3850,62.0,Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,38.0,Germany,>50K
3852,68.0,State-gov,5.0,Widowed,Other-service,Not-in-family,White,Female,26.0,Mexico,>50K
3890,56.0,Federal-gov,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,35.0,United-States,<=50K
3902,64.0,Private,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Female,39.0,United-States,<=50K
3904,61.0,?,10.0,Married-civ-spouse,?,Wife,White,Female,38.0,United-States,<=50K
3919,56.0,?,13.0,Divorced,?,Not-in-family,White,Female,39.0,United-States,<=50K
3924,89.0,Private,11.0,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,38.0,Philippines,<=50K
3929,50.0,Local-gov,9.0,Married-civ-spouse,Protective-serv,Wife,Black,Female,52.0,United-States,>50K
3981,50.0,Private,15.0,Divorced,Prof-specialty,Unmarried,White,Female,39.0,United-States,>50K
3984,55.0,State-gov,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,36.0,United-States,<=50K
3988,61.0,?,5.0,Married-civ-spouse,?,Wife,White,Female,28.0,United-States,<=50K
3990,61.0,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,29.0,Greece,<=50K
4039,66.0,Private,13.0,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,33.0,Taiwan,<=50K
4044,53.0,State-gov,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,63.0,United-States,<=50K
4050,78.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,8.0,United-States,<=50K
4058,65.0,Private,11.0,Divorced,Sales,Not-in-family,White,Female,56.0,United-States,<=50K
4061,63.0,Private,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,31.0,United-States,>50K
4089,52.0,Private,9.0,Widowed,Machine-op-inspct,Not-in-family,Black,Female,39.0,United-States,<=50K
4095,65.0,Self-emp-inc,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,38.0,United-States,>50K
4099,76.0,Private,5.0,Widowed,Other-service,Not-in-family,Black,Female,26.0,United-States,<=50K
4108,54.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,10.0,United-States,<=50K
4145,52.0,Private,9.0,Married-civ-spouse,Sales,Wife,White,Female,36.0,United-States,<=50K
4148,79.0,Private,13.0,Widowed,Adm-clerical,Not-in-family,White,Female,8.0,United-States,<=50K
4160,57.0,Private,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
4162,54.0,Private,14.0,Widowed,Sales,Not-in-family,White,Female,51.0,United-States,<=50K
4170,51.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,11.0,United-States,<=50K
4175,73.0,Self-emp-inc,7.0,Never-married,Exec-managerial,Not-in-family,White,Female,52.0,United-States,<=50K
4178,60.0,State-gov,16.0,Never-married,Prof-specialty,Unmarried,White,Female,47.0,United-States,>50K
4219,50.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,41.0,United-States,>50K
4257,51.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,46.0,United-States,<=50K
4279,68.0,?,14.0,Widowed,?,Not-in-family,White,Female,39.0,Poland,<=50K
4288,67.0,?,4.0,Widowed,?,Not-in-family,White,Female,30.0,?,<=50K
4306,59.0,Private,11.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,37.0,United-States,<=50K
4311,51.0,Private,12.0,Divorced,Sales,Not-in-family,White,Female,21.0,United-States,<=50K
4313,53.0,Local-gov,9.0,Divorced,Tech-support,Not-in-family,White,Female,37.0,?,<=50K
4344,56.0,Private,6.0,Divorced,Other-service,Unmarried,White,Female,40.0,Mexico,>50K
4352,53.0,Local-gov,11.0,Divorced,Other-service,Not-in-family,White,Female,36.0,United-States,<=50K
4377,71.0,Local-gov,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
4398,65.0,Private,10.0,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,34.0,United-States,<=50K
4422,53.0,Private,5.0,Married-spouse-absent,Other-service,Unmarried,White,Female,21.0,United-States,<=50K
4429,56.0,Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,60.0,United-States,<=50K
4457,52.0,Private,14.0,Separated,Prof-specialty,Not-in-family,White,Female,37.0,United-States,<=50K
4458,52.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,35.0,United-States,<=50K
4460,56.0,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,18.0,United-States,<=50K
4477,53.0,Private,9.0,Separated,Other-service,Own-child,White,Female,38.0,United-States,<=50K
4511,63.0,?,15.0,Married-civ-spouse,?,Wife,White,Female,37.0,United-States,>50K
4569,52.0,Private,9.0,Divorced,Priv-house-serv,Not-in-family,White,Female,16.0,United-States,>50K
4592,78.0,?,5.0,Widowed,?,Not-in-family,White,Female,24.0,United-States,<=50K
4594,65.0,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,18.0,United-States,<=50K
4607,64.0,Self-emp-not-inc,11.0,Widowed,Other-service,Unmarried,White,Female,37.0,United-States,<=50K
4615,62.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
4616,66.0,?,14.0,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,17.0,China,<=50K
4637,71.0,?,9.0,Widowed,?,Not-in-family,White,Female,15.0,United-States,<=50K
4657,54.0,Private,6.0,Widowed,Sales,Unmarried,White,Female,13.0,United-States,<=50K
4669,57.0,Private,6.0,Widowed,Adm-clerical,Unmarried,White,Female,36.0,United-States,<=50K
4675,51.0,Private,2.0,Separated,Other-service,Unmarried,White,Female,37.0,Mexico,<=50K
4680,52.0,Private,4.0,Never-married,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
4682,65.0,Federal-gov,10.0,Divorced,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
4686,75.0,?,13.0,Divorced,?,Not-in-family,White,Female,8.0,United-States,<=50K
