,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
1592,55.0,Private,10.0,Separated,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
1599,60.0,Private,13.0,Divorced,Prof-specialty,Unmarried,Other,Female,50.0,United-States,<=50K
1627,54.0,Private,10.0,Divorced,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
1651,51.0,Local-gov,13.0,Separated,Exec-managerial,Unmarried,White,Female,59.0,United-States,<=50K
1663,75.0,Private,10.0,Widowed,Tech-support,Not-in-family,White,Female,36.0,United-States,<=50K
1693,52.0,Private,10.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,37.0,United-States,<=50K
1704,56.0,State-gov,10.0,Never-married,Transport-moving,Other-relative,White,Female,64.0,United-States,<=50K
1709,53.0,Private,11.0,Divorced,Tech-support,Not-in-family,White,Female,51.0,United-States,<=50K
1714,73.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,35.0,United-States,<=50K
1715,57.0,Private,10.0,Divorced,Sales,Not-in-family,White,Female,31.0,United-States,<=50K
1724,52.0,Local-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
1727,68.0,Self-emp-inc,13.0,Married-civ-spouse,Sales,Wife,White,Female,23.0,United-States,>50K
1751,52.0,Private,9.0,Divorced,Sales,Unmarried,White,Female,36.0,United-States,<=50K
1769,66.0,?,9.0,Widowed,?,Not-in-family,White,Female,24.0,United-States,<=50K
1793,72.0,Private,4.0,Never-married,Other-service,Not-in-family,White,Female,35.0,United-States,<=50K
1806,57.0,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,46.0,United-States,>50K
1822,65.0,Private,9.0,Never-married,Sales,Not-in-family,White,Female,9.0,United-States,<=50K
1825,71.0,Private,10.0,Widowed,Sales,Unmarried,White,Female,16.0,United-States,<=50K
1839,54.0,Private,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,20.0,United-States,<=50K
1842,51.0,Private,14.0,Divorced,Prof-specialty,Unmarried,White,Female,40.0,?,<=50K
1849,52.0,Local-gov,15.0,Divorced,Prof-specialty,Other-relative,White,Female,44.0,United-States,>50K
1868,56.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,43.0,United-States,>50K
1880,68.0,Local-gov,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,23.0,United-States,<=50K
1895,53.0,Private,10.0,Separated,Adm-clerical,Unmarried,White,Female,51.0,United-States,<=50K
1908,73.0,?,9.0,Widowed,?,Not-in-family,White,Female,35.0,United-States,<=50K
1922,50.0,Private,14.0,Never-married,Prof-specialty,Unmarried,White,Female,35.0,United-States,<=50K
1926,52.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,40.0,United-States,<=50K
1939,57.0,Private,9.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,54.0,United-States,>50K
1961,70.0,Private,7.0,Never-married,Priv-house-serv,Not-in-family,White,Female,75.0,Mexico,<=50K
1964,50.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,37.0,United-States,<=50K
1986,57.0,Private,10.0,Divorced,Other-service,Unmarried,White,Female,39.0,United-States,<=50K
2042,82.0,State-gov,2.0,Widowed,Other-service,Not-in-family,White,Female,34.0,Mexico,<=50K
2057,52.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,28.0,El-Salvador,<=50K
2064,50.0,State-gov,13.0,Separated,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
2085,50.0,State-gov,11.0,Divorced,Other-service,Unmarried,White,Female,45.0,United-States,<=50K
2091,57.0,Self-emp-inc,9.0,Widowed,Adm-clerical,Unmarried,White,Female,19.0,United-States,<=50K
2114,51.0,Private,4.0,Married-civ-spouse,Craft-repair,Wife,White,Female,36.0,United-States,<=50K
2131,52.0,Private,6.0,Never-married,Other-service,Unmarried,White,Female,52.0,Mexico,<=50K
2143,52.0,Private,11.0,Never-married,Sales,Not-in-family,White,Female,44.0,United-States,<=50K
2153,55.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,75.0,United-States,<=50K
2156,55.0,Private,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,22.0,United-States,<=50K
2167,50.0,Private,13.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,United-States,<=50K
2169,65.0,?,4.0,Widowed,?,Not-in-family,White,Female,31.0,United-States,<=50K
2173,50.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,53.0,United-States,<=50K
2178,64.0,State-gov,10.0,Widowed,Exec-managerial,Unmarried,White,Female,39.0,United-States,<=50K
2188,88.0,Private,10.0,Divorced,Sales,Unmarried,White,Female,37.0,United-States,<=50K
2190,60.0,Private,8.0,Married-civ-spouse,Craft-repair,Wife,White,Female,40.0,Germany,<=50K
2191,59.0,Private,10.0,Divorced,Other-service,Unmarried,White,Female,95.0,United-States,<=50K
2201,52.0,Private,5.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,37.0,United-States,<=50K
2208,62.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,16.0,United-States,<=50K
2222,52.0,?,16.0,Divorced,?,Unmarried,Amer-Indian-Eskimo,Female,10.0,United-States,>50K
2241,50.0,Private,10.0,Never-married,Other-service,Unmarried,White,Female,38.0,United-States,<=50K
2250,53.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,46.0,United-States,<=50K
2253,65.0,Private,10.0,Widowed,Other-service,Not-in-family,Black,Female,12.0,Jamaica,<=50K
2296,51.0,Self-emp-not-inc,15.0,Divorced,Prof-specialty,Unmarried,White,Female,40.0,United-States,<=50K
2311,53.0,Private,9.0,Never-married,Adm-clerical,Unmarried,White,Female,32.0,United-States,<=50K
2315,53.0,Private,13.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,38.0,United-States,>50K
2333,52.0,Private,14.0,Divorced,Sales,Not-in-family,White,Female,46.0,United-States,>50K
2402,52.0,State-gov,10.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40.0,United-States,<=50K
2411,63.0,Self-emp-inc,11.0,Widowed,Sales,Not-in-family,White,Female,3.0,United-States,<=50K
2436,59.0,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,61.0,United-States,>50K
2440,51.0,Federal-gov,16.0,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,54.0,Japan,>50K
2462,57.0,Private,8.0,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,32.0,Vietnam,<=50K
2496,60.0,Private,10.0,Divorced,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
2520,56.0,Private,11.0,Divorced,Craft-repair,Unmarried,White,Female,36.0,United-States,<=50K
2530,64.0,Local-gov,9.0,Separated,Other-service,Not-in-family,White,Female,38.0,United-States,<=50K
2582,57.0,Private,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,30.0,United-States,<=50K
2619,50.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,36.0,United-States,>50K
2632,66.0,Self-emp-not-inc,4.0,Divorced,Other-service,Not-in-family,White,Female,16.0,United-States,<=50K
2652,60.0,Private,6.0,Married-civ-spouse,Farming-fishing,Wife,Black,Female,14.0,United-States,<=50K
2657,55.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,43.0,United-States,<=50K
2666,60.0,Private,10.0,Divorced,Sales,Not-in-family,White,Female,55.0,United-States,<=50K
2668,58.0,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,24.0,United-States,<=50K
2681,63.0,?,9.0,Married-civ-spouse,?,Wife,White,Female,26.0,United-States,<=50K
2682,56.0,Private,13.0,Divorced,Prof-specialty,Unmarried,White,Female,54.0,United-States,<=50K
2693,60.0,Local-gov,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,45.0,United-States,<=50K
2735,52.0,Private,2.0,Divorced,Other-service,Not-in-family,White,Female,40.0,Mexico,<=50K
2736,51.0,Local-gov,14.0,Never-married,Exec-managerial,Own-child,White,Female,44.0,United-States,<=50K
2743,55.0,Private,5.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,36.0,Dominican-Republic,<=50K
2770,58.0,Private,6.0,Married-civ-spouse,Transport-moving,Wife,White,Female,49.0,United-States,<=50K
2791,51.0,Federal-gov,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,20.0,United-States,<=50K
2797,60.0,Federal-gov,12.0,Divorced,Adm-clerical,Unmarried,White,Female,39.0,United-States,<=50K
2805,54.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,33.0,United-States,<=50K
2815,71.0,Private,7.0,Never-married,Priv-house-serv,Not-in-family,White,Female,78.0,Mexico,<=50K
2821,54.0,Self-emp-not-inc,15.0,Never-married,Prof-specialty,Other-relative,White,Female,36.0,United-States,<=50K
2870,53.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,37.0,United-States,<=50K
2898,52.0,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,46.0,United-States,<=50K
2907,50.0,Self-emp-not-inc,10.0,Widowed,Exec-managerial,Not-in-family,White,Female,38.0,United-States,<=50K
2926,54.0,Private,5.0,Widowed,Sales,Not-in-family,White,Female,40.0,United-States,<=50K
2927,55.0,Private,6.0,Divorced,Sales,Own-child,White,Female,55.0,United-States,<=50K
2934,60.0,Private,5.0,Divorced,Machine-op-inspct,Unmarried,White,Female,36.0,United-States,<=50K
2949,52.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
2978,52.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,37.0,United-States,>50K
2984,50.0,Federal-gov,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,56.0,United-States,<=50K
3001,60.0,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,31.0,Germany,>50K
3010,60.0,Private,9.0,Divorced,Sales,Not-in-family,Black,Female,40.0,United-States,<=50K
3018,62.0,Private,7.0,Separated,Other-service,Not-in-family,White,Female,39.0,United-States,<=50K
3019,52.0,Without-pay,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,37.0,Cuba,>50K
3040,79.0,State-gov,13.0,Widowed,Prof-specialty,Unmarried,White,Female,38.0,United-States,<=50K
3041,70.0,Private,8.0,Never-married,Other-service,Not-in-family,White,Female,32.0,United-States,<=50K
3047,56.0,Private,9.0,Widowed,Handlers-cleaners,Not-in-family,White,Female,36.0,United-States,<=50K
3069,63.0,Private,8.0,Widowed,Sales,Not-in-family,White,Female,12.0,United-States,<=50K
3081,54.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,37.0,United-States,<=50K
3084,62.0,?,11.0,Divorced,?,Other-relative,White,Female,13.0,United-States,>50K
3096,53.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,39.0,United-States,<=50K
3123,65.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,38.0,United-States,<=50K
3129,58.0,Self-emp-inc,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,50.0,United-States,<=50K
3153,78.0,Private,5.0,Widowed,Priv-house-serv,Not-in-family,White,Female,38.0,United-States,<=50K
3166,55.0,Self-emp-not-inc,15.0,Widowed,Prof-specialty,Unmarried,White,Female,37.0,United-States,<=50K
3181,53.0,State-gov,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,36.0,United-States,<=50K
3187,61.0,Local-gov,6.0,Divorced,Other-service,Not-in-family,White,Female,16.0,United-States,<=50K
3194,60.0,Private,16.0,Divorced,Prof-specialty,Unmarried,White,Female,18.0,Canada,>50K
3229,51.0,Private,7.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,40.0,United-States,<=50K
3240,57.0,Private,13.0,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Female,36.0,Iran,<=50K
3281,89.0,Private,13.0,Divorced,Sales,Unmarried,Black,Female,36.0,United-States,<=50K
3298,82.0,Private,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,30.0,United-States,<=50K
3317,51.0,Private,14.0,Divorced,Adm-clerical,Unmarried,White,Female,17.0,United-States,<=50K
3324,58.0,Local-gov,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,24.0,Cuba,<=50K
3341,64.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,36.0,United-States,<=50K
3357,50.0,Private,5.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,38.0,United-States,<=50K
3381,60.0,Federal-gov,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,60.0,United-States,<=50K
3390,53.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,36.0,United-States,>50K
3396,53.0,Private,11.0,Divorced,Sales,Not-in-family,White,Female,37.0,United-States,<=50K
3400,53.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,40.0,United-States,<=50K
3408,62.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,36.0,Japan,>50K
3409,74.0,Private,11.0,Widowed,Tech-support,Not-in-family,White,Female,38.0,United-States,<=50K
3455,51.0,Local-gov,14.0,Never-married,Prof-specialty,Unmarried,White,Female,61.0,United-States,<=50K
3466,59.0,Private,4.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,38.0,United-States,<=50K
3470,58.0,?,4.0,Widowed,?,Unmarried,White,Female,38.0,United-States,>50K
3488,55.0,Private,15.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,38.0,United-States,<=50K
3507,60.0,Private,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,38.0,United-States,<=50K
3526,67.0,Private,14.0,Widowed,Sales,Unmarried,White,Female,21.0,United-States,>50K
3534,87.0,Private,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,39.0,United-States,<=50K
3566,55.0,Private,8.0,Separated,Other-service,Not-in-family,White,Female,38.0,El-Salvador,<=50K
3578,62.0,Private,4.0,Widowed,Other-service,Unmarried,Other,Female,36.0,?,<=50K
3616,57.0,Private,11.0,Separated,Tech-support,Not-in-family,White,Female,53.0,United-States,<=50K
3639,52.0,Private,9.0,Divorced,Sales,Unmarried,White,Female,38.0,United-States,<=50K
3643,56.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,39.0,United-States,<=50K
3645,53.0,Local-gov,14.0,Separated,Exec-managerial,Unmarried,White,Female,45.0,?,>50K
3661,56.0,Private,10.0,Widowed,Handlers-cleaners,Unmarried,White,Female,39.0,United-States,<=50K
3662,66.0,Private,9.0,Never-married,Sales,Not-in-family,White,Female,29.0,United-States,<=50K
3666,64.0,Local-gov,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,5.0,United-States,>50K
3667,62.0,Private,13.0,Widowed,Prof-specialty,Unmarried,Other,Female,74.0,United-States,<=50K
3677,65.0,?,4.0,Married-civ-spouse,?,Wife,White,Female,39.0,United-States,>50K
3684,61.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,39.0,United-States,>50K
3692,58.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,35.0,United-States,<=50K
3694,54.0,Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,38.0,United-States,<=50K
3710,50.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,54.0,United-States,<=50K
3716,50.0,Private,4.0,Separated,Machine-op-inspct,Unmarried,White,Female,58.0,United-States,<=50K
3729,50.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,31.0,United-States,<=50K
3748,83.0,Private,9.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,19.0,United-States,<=50K
3755,60.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,58.0,United-States,<=50K
3756,52.0,Private,14.0,Divorced,Sales,Unmarried,White,Female,64.0,United-States,>50K
3783,57.0,Private,14.0,Separated,Adm-clerical,Unmarried,Black,Female,36.0,United-States,<=50K
3791,53.0,Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
3820,50.0,Private,5.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,37.0,United-States,<=50K
3830,55.0,Private,10.0,Widowed,Other-service,Unmarried,White,Female,39.0,United-States,<=50K
3831,58.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
3881,64.0,Self-emp-not-inc,15.0,Never-married,Exec-managerial,Own-child,White,Female,36.0,United-States,<=50K
3883,53.0,Private,9.0,Divorced,Sales,Other-relative,White,Female,44.0,United-States,<=50K
3893,59.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,31.0,United-States,<=50K
3918,66.0,Private,11.0,Widowed,Adm-clerical,Not-in-family,White,Female,34.0,United-States,<=50K
3951,68.0,?,3.0,Widowed,?,Not-in-family,White,Female,74.0,Mexico,<=50K
3952,72.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,16.0,United-States,>50K
3981,72.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,39.0,United-States,<=50K
3982,60.0,Local-gov,10.0,Married-civ-spouse,Transport-moving,Wife,White,Female,40.0,United-States,>50K
3992,87.0,State-gov,14.0,Never-married,Prof-specialty,Own-child,White,Female,37.0,United-States,<=50K
4036,64.0,?,5.0,Divorced,?,Unmarried,White,Female,37.0,Mexico,<=50K
4043,64.0,Private,10.0,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,38.0,United-States,<=50K
4047,90.0,Private,13.0,Married-civ-spouse,Sales,Wife,White,Female,19.0,United-States,<=50K
4076,50.0,Private,3.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,42.0,Guatemala,<=50K
4126,58.0,Self-emp-not-inc,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,53.0,United-States,>50K
4131,66.0,Private,10.0,Widowed,Sales,Not-in-family,White,Female,39.0,United-States,<=50K
4140,66.0,?,9.0,Widowed,?,Unmarried,White,Female,25.0,United-States,>50K
4147,50.0,Local-gov,9.0,Widowed,Other-service,Unmarried,White,Female,30.0,United-States,<=50K
4177,54.0,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,35.0,United-States,<=50K
4179,51.0,Private,10.0,Divorced,Adm-clerical,Own-child,White,Female,33.0,United-States,<=50K
