,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
653,51,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
678,52,Private,7,Divorced,Machine-op-inspct,Not-in-family,Black,Female,20,United-States,<=50K
707,68,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,32,United-States,<=50K
758,68,Self-emp-inc,11,Widowed,Sales,Not-in-family,White,Female,50,United-States,>50K
772,57,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
789,59,Private,9,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
791,62,?,5,Never-married,?,Unmarried,White,Female,40,Dominican-Republic,<=50K
799,59,Local-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,22,United-States,>50K
807,51,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
841,65,?,9,Separated,?,Not-in-family,White,Female,40,United-States,<=50K
852,64,?,13,Married-civ-spouse,?,Wife,Black,Female,8,United-States,<=50K
861,53,Private,8,Never-married,Other-service,Not-in-family,Other,Female,35,United-States,<=50K
870,59,Private,12,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
898,51,Private,13,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
946,51,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,16,United-States,<=50K
954,54,Private,9,Never-married,Other-service,Other-relative,White,Female,20,Hungary,<=50K
997,53,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1004,53,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
1027,66,?,11,Widowed,?,Not-in-family,White,Female,30,United-States,<=50K
1077,53,Private,9,Widowed,Sales,Not-in-family,White,Female,35,United-States,<=50K
1131,61,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
1139,59,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
1183,50,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
1191,88,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
1214,60,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
1219,64,Private,10,Widowed,Tech-support,Not-in-family,White,Female,35,United-States,<=50K
1222,51,Private,6,Divorced,Craft-repair,Not-in-family,Black,Female,35,United-States,<=50K
1226,74,Self-emp-not-inc,9,Widowed,Farming-fishing,Not-in-family,White,Female,14,United-States,<=50K
1273,52,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
1277,56,State-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,38,?,<=50K
1279,56,?,10,Never-married,?,Not-in-family,Black,Female,40,United-States,<=50K
1285,52,Federal-gov,13,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
1296,50,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
1349,56,Self-emp-not-inc,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
1350,68,Federal-gov,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1352,50,Federal-gov,9,Never-married,Adm-clerical,Unmarried,Black,Female,12,United-States,<=50K
1364,53,Private,10,Widowed,Sales,Unmarried,White,Female,30,United-States,<=50K
1373,56,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
1383,53,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,37,United-States,>50K
1384,75,Self-emp-not-inc,11,Widowed,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
1387,51,Private,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
1438,65,Private,11,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
1455,59,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K
1508,50,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,El-Salvador,<=50K
1512,61,Private,8,Widowed,Machine-op-inspct,Unmarried,White,Female,40,Italy,<=50K
1522,51,Self-emp-not-inc,12,Divorced,Exec-managerial,Unmarried,White,Female,99,United-States,<=50K
1575,50,Private,14,Divorced,Sales,Not-in-family,White,Female,40,United-States,>50K
1600,66,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,>50K
1605,57,Private,9,Widowed,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
1616,56,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,38,United-States,<=50K
1661,64,Private,12,Never-married,Prof-specialty,Other-relative,White,Female,30,United-States,<=50K
1667,77,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,10,United-States,<=50K
1684,62,?,14,Married-civ-spouse,?,Wife,White,Female,40,United-States,<=50K
1709,50,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
1714,52,Private,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K
1720,56,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,39,United-States,<=50K
1759,54,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1761,56,State-gov,9,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K
1776,51,Private,9,Married-spouse-absent,Other-service,Unmarried,White,Female,40,United-States,<=50K
1808,58,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,62,Canada,<=50K
1845,54,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K
1869,71,Private,9,Divorced,Other-service,Not-in-family,White,Female,16,United-States,<=50K
1873,52,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1890,51,Private,9,Separated,Other-service,Not-in-family,Black,Female,37,United-States,<=50K
1893,54,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,Germany,<=50K
1900,52,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
1903,58,Private,9,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,60,Philippines,<=50K
1912,55,Self-emp-inc,14,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K
1919,56,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Female,48,United-States,<=50K
1935,56,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15,United-States,<=50K
1973,72,Private,5,Widowed,Other-service,Unmarried,Black,Female,20,United-States,<=50K
1979,58,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,35,United-States,<=50K
2007,63,?,9,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
2036,62,Local-gov,9,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K
2038,67,Private,9,Divorced,Sales,Not-in-family,White,Female,20,United-States,<=50K
2040,55,?,9,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K
2046,65,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,<=50K
2068,67,Local-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
2086,52,Local-gov,5,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
2094,51,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K
2143,66,Local-gov,9,Widowed,Transport-moving,Not-in-family,Black,Female,40,United-States,<=50K
2160,51,Federal-gov,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
2161,67,?,6,Never-married,?,Not-in-family,Black,Female,35,United-States,<=50K
2184,58,Private,7,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
2206,50,Private,6,Separated,Adm-clerical,Not-in-family,Black,Female,47,Jamaica,<=50K
2210,73,Private,5,Widowed,Other-service,Unmarried,White,Female,9,United-States,<=50K
2229,71,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2244,77,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,32,United-States,<=50K
2276,70,?,9,Widowed,?,Not-in-family,White,Female,12,United-States,<=50K
2300,51,Private,9,Separated,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
2311,58,?,13,Widowed,?,Unmarried,White,Female,50,United-States,>50K
2313,65,State-gov,4,Widowed,Other-service,Other-relative,White,Female,24,United-States,<=50K
2317,53,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
2323,86,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2340,51,Private,10,Divorced,Sales,Not-in-family,White,Female,45,United-States,>50K
2357,54,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
2377,67,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,White,Female,30,United-States,<=50K
2408,59,Private,12,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
2434,56,Private,10,Widowed,Craft-repair,Unmarried,White,Female,38,United-States,<=50K
2465,58,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
2468,77,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,10,United-States,<=50K
2495,59,Private,14,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
2501,69,Private,13,Widowed,Exec-managerial,Not-in-family,White,Female,15,United-States,<=50K
2507,75,Private,10,Widowed,Prof-specialty,Not-in-family,White,Female,8,United-States,<=50K
2518,58,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
2534,90,?,2,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
2536,62,Private,4,Divorced,Tech-support,Unmarried,White,Female,38,Columbia,<=50K
2542,70,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,12,United-States,<=50K
2560,58,Local-gov,5,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
2586,72,Federal-gov,10,Widowed,Tech-support,Not-in-family,White,Female,16,United-States,<=50K
2592,54,Private,3,Married-spouse-absent,Other-service,Unmarried,Black,Female,30,Haiti,<=50K
2594,56,Private,9,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
2610,65,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
2624,52,Private,4,Never-married,Other-service,Own-child,White,Female,7,United-States,<=50K
2650,57,Private,12,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
2668,55,Private,9,Separated,Other-service,Not-in-family,White,Female,16,United-States,<=50K
2701,76,?,7,Widowed,?,Other-relative,White,Female,16,United-States,<=50K
2708,60,Private,6,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
2711,54,State-gov,16,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
2723,63,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
2725,62,?,7,Divorced,?,Not-in-family,Black,Female,40,United-States,<=50K
2735,58,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2764,52,Private,5,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2765,50,Local-gov,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
2803,57,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2833,50,Private,9,Divorced,Sales,Unmarried,White,Female,65,United-States,<=50K
2848,51,Local-gov,6,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K
2853,53,Private,6,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
2864,56,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
2884,52,Private,9,Divorced,Sales,Unmarried,White,Female,25,United-States,<=50K
2910,57,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,>50K
2959,57,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
2985,53,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
3014,53,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
3057,54,Private,13,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
3059,67,Private,9,Widowed,Sales,Not-in-family,White,Female,18,United-States,<=50K
3063,51,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
3070,51,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3073,59,Private,9,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
3084,56,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Mexico,<=50K
3089,62,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
3095,51,Local-gov,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K
3111,50,Private,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,35,United-States,>50K
3138,57,Private,4,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K
3153,53,Private,10,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
3160,57,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,>50K
3171,69,?,9,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
3172,69,?,12,Widowed,?,Not-in-family,White,Female,6,Italy,<=50K
3176,58,Private,9,Married-civ-spouse,Sales,Wife,White,Female,38,United-States,<=50K
3180,50,Local-gov,12,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3184,54,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,55,United-States,>50K
3195,51,Private,9,Never-married,Craft-repair,Unmarried,White,Female,45,Mexico,<=50K
3206,55,Local-gov,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K
3207,64,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,23,United-States,<=50K
3210,58,Private,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
3217,56,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
3220,69,Private,9,Widowed,Other-service,Not-in-family,White,Female,18,United-States,<=50K
3242,67,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
3262,53,Private,5,Widowed,Sales,Unmarried,Black,Female,25,United-States,<=50K
3270,50,Private,9,Widowed,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
3283,57,State-gov,10,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
3313,66,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
3332,65,Private,9,Widowed,Other-service,Unmarried,White,Female,17,United-States,<=50K
3366,59,Private,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
3367,70,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,5,United-States,<=50K
3374,74,Private,6,Divorced,Other-service,Not-in-family,White,Female,1,United-States,<=50K
3387,50,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,70,United-States,<=50K
3394,56,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3421,61,State-gov,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
3469,59,Private,10,Divorced,Other-service,Unmarried,White,Female,32,United-States,<=50K
3485,51,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
3521,61,?,6,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
3534,65,?,7,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,15,United-States,<=50K
3550,50,Private,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
3552,58,Private,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
3560,53,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3566,78,?,12,Widowed,?,Not-in-family,White,Female,4,United-States,<=50K
3583,51,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
3591,61,?,13,Divorced,?,Unmarried,White,Female,40,United-States,<=50K
3593,69,Federal-gov,7,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
3599,90,?,4,Separated,?,Not-in-family,White,Female,15,United-States,<=50K
3601,51,Federal-gov,13,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3603,51,Private,6,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
3615,60,Private,11,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,United-States,>50K
3634,56,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,45,Germany,<=50K
3668,60,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K
3676,76,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,13,United-States,<=50K
3688,57,Local-gov,14,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
3701,63,Private,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
3720,52,?,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K
3723,54,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3738,52,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
3775,53,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
3788,58,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
3800,52,Private,10,Widowed,Other-service,Unmarried,Black,Female,40,?,<=50K
3874,59,?,6,Divorced,?,Not-in-family,White,Female,40,England,<=50K
3881,50,Private,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,10,United-States,<=50K
3887,52,Private,5,Separated,Other-service,Not-in-family,Black,Female,30,United-States,<=50K
3896,51,Local-gov,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3903,55,Private,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,<=50K
3924,53,Self-emp-inc,10,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
3927,60,Private,9,Separated,Other-service,Not-in-family,White,Female,25,United-States,<=50K
3931,56,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,32,United-States,<=50K
3953,53,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
3972,53,Private,9,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
3998,59,Private,9,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K
4006,60,Private,6,Widowed,Tech-support,Unmarried,White,Female,40,United-States,<=50K
4014,53,Local-gov,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
4020,53,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,54,United-States,<=50K
4024,62,Private,6,Divorced,Other-service,Own-child,White,Female,40,United-States,<=50K
4032,51,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4107,57,Local-gov,9,Divorced,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K
4108,64,Private,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
4110,53,Private,7,Widowed,Other-service,Own-child,White,Female,47,United-States,<=50K
4142,75,?,13,Widowed,?,Not-in-family,White,Female,6,United-States,<=50K
4149,70,?,9,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
4163,67,Private,9,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,20,United-States,<=50K
4167,64,Self-emp-not-inc,9,Widowed,Other-service,Other-relative,White,Female,40,United-States,<=50K
4171,62,Private,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,40,United-States,<=50K
4180,52,Federal-gov,10,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
4195,50,Private,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,Philippines,<=50K
4208,74,State-gov,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,20,United-States,<=50K
4215,53,Private,9,Divorced,Craft-repair,Unmarried,Black,Female,48,United-States,<=50K
4246,53,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,54,United-States,<=50K
4254,57,State-gov,16,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K
4267,55,Private,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,44,United-States,<=50K
4269,51,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K
4277,63,Private,9,Widowed,Other-service,Unmarried,White,Female,24,United-States,<=50K
4285,61,Private,10,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
4289,66,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4308,81,?,10,Widowed,?,Unmarried,White,Female,4,United-States,<=50K
4310,58,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4326,50,Private,9,Divorced,Sales,Not-in-family,White,Female,33,United-States,<=50K
4356,52,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
4364,55,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4434,51,Local-gov,15,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
4470,64,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K
4473,62,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
4490,51,State-gov,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
4528,51,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
4539,50,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,40,United-States,>50K
4558,60,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
4592,68,?,4,Widowed,?,Not-in-family,White,Female,40,?,<=50K
4600,57,Private,10,Widowed,Tech-support,Not-in-family,White,Female,16,United-States,<=50K
4604,55,Self-emp-not-inc,9,Divorced,Other-service,Other-relative,White,Female,40,United-States,<=50K
4608,63,?,14,Never-married,?,Not-in-family,White,Female,3,United-States,<=50K
4614,53,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
4679,51,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,Female,44,United-States,<=50K
4700,50,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,40,United-States,<=50K
4718,54,Private,11,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
4727,68,Private,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,Cuba,<=50K
4778,54,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4782,51,Self-emp-inc,10,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K
4796,53,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Mexico,<=50K
4799,74,?,13,Widowed,?,Not-in-family,Other,Female,35,United-States,<=50K
4809,63,?,13,Married-civ-spouse,?,Wife,Black,Female,45,United-States,<=50K
4818,70,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
4828,62,Local-gov,9,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,<=50K
4830,59,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
4837,54,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,>50K
4842,62,Private,10,Separated,Sales,Unmarried,White,Female,33,United-States,<=50K
