,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
557,73,?,11,Married-spouse-absent,?,Not-in-family,White,Female,32,United-States,<=50K
566,53,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
597,53,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
638,59,Private,9,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K
648,50,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
672,55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
703,71,Private,5,Widowed,Sales,Unmarried,White,Female,13,United-States,<=50K
706,75,?,9,Married-AF-spouse,?,Wife,White,Female,14,United-States,<=50K
715,64,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
725,53,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
737,72,?,13,Separated,?,Not-in-family,White,Female,7,United-States,<=50K
757,51,Private,12,Separated,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
768,56,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
770,61,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
778,56,Self-emp-not-inc,7,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
791,55,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
797,51,Self-emp-not-inc,6,Widowed,Transport-moving,Other-relative,White,Female,40,United-States,<=50K
830,65,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
835,67,Private,9,Widowed,Sales,Not-in-family,White,Female,32,United-States,<=50K
854,66,?,11,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
868,66,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,25,United-States,<=50K
879,51,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
909,58,Federal-gov,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
933,54,Local-gov,10,Widowed,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K
956,57,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,42,United-States,<=50K
976,63,Federal-gov,16,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
995,57,Federal-gov,9,Separated,Adm-clerical,Other-relative,Black,Female,35,United-States,<=50K
997,55,Private,6,Widowed,Transport-moving,Not-in-family,Black,Female,35,United-States,<=50K
1027,52,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
1030,55,Self-emp-not-inc,16,Divorced,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
1036,76,?,10,Widowed,?,Unmarried,White,Female,40,United-States,<=50K
1038,53,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K
1067,65,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
1099,51,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,>50K
1114,59,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1129,62,Private,6,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
1138,59,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1142,57,Private,12,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
1165,64,Private,10,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
1176,51,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
1216,70,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
1233,50,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
1245,51,Private,10,Widowed,Machine-op-inspct,Unmarried,White,Female,36,United-States,<=50K
1250,53,Private,13,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
1290,52,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,China,<=50K
1296,76,Private,13,Widowed,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
1314,55,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1321,55,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Female,50,Germany,<=50K
1324,62,State-gov,12,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1361,51,State-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
1363,63,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
1388,59,Private,9,Divorced,Other-service,Not-in-family,White,Female,38,United-States,<=50K
1398,63,Private,7,Widowed,Sales,Not-in-family,White,Female,30,United-States,<=50K
1415,56,Private,10,Separated,Tech-support,Unmarried,Black,Female,38,United-States,<=50K
1419,50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1429,58,Private,12,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,35,Poland,<=50K
1446,54,Private,9,Widowed,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
1454,56,Self-emp-inc,10,Married-civ-spouse,Sales,Wife,White,Female,60,Canada,>50K
1456,51,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,Canada,<=50K
1470,60,Private,10,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,30,United-States,<=50K
1497,69,Self-emp-not-inc,10,Widowed,Farming-fishing,Not-in-family,White,Female,14,United-States,<=50K
1517,67,Private,2,Widowed,Machine-op-inspct,Not-in-family,White,Female,34,Ecuador,<=50K
1527,60,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K
1538,58,Private,9,Divorced,Other-service,Unmarried,White,Female,35,United-States,<=50K
1539,55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,29,United-States,<=50K
1554,66,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
1559,62,?,9,Widowed,?,Not-in-family,White,Female,25,United-States,<=50K
1603,68,Private,9,Widowed,Sales,Not-in-family,White,Female,24,United-States,<=50K
1607,58,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K
1618,55,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K
1620,54,Private,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K
1624,67,?,4,Widowed,?,Not-in-family,White,Female,35,United-States,<=50K
1625,58,State-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
1654,71,Private,9,Widowed,Sales,Other-relative,White,Female,16,United-States,<=50K
1663,56,Private,6,Divorced,Adm-clerical,Unmarried,Black,Female,36,United-States,<=50K
1676,58,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
1689,50,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
1706,53,Self-emp-inc,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,50,South,<=50K
1710,54,Self-emp-not-inc,10,Divorced,Sales,Not-in-family,White,Female,35,United-States,<=50K
1730,71,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
1749,64,Private,13,Widowed,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K
1773,52,Private,3,Widowed,Other-service,Unmarried,White,Female,40,Mexico,<=50K
1817,68,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1848,51,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,>50K
1892,52,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
1894,53,Federal-gov,10,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
1913,57,Private,9,Divorced,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K
1916,59,?,5,Divorced,?,Not-in-family,White,Female,12,United-States,<=50K
1923,72,?,4,Widowed,?,Unmarried,White,Female,20,United-States,<=50K
1962,58,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,24,United-States,>50K
1988,57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
2001,72,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,England,<=50K
2002,65,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2062,53,Private,3,Married-civ-spouse,Other-service,Other-relative,White,Female,24,Italy,<=50K
2103,52,State-gov,13,Widowed,Exec-managerial,Unmarried,White,Female,55,United-States,<=50K
2135,90,Private,13,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K
2147,65,Private,9,Widowed,Sales,Not-in-family,White,Female,24,United-States,<=50K
2156,58,Private,9,Divorced,Other-service,Unmarried,White,Female,25,United-States,<=50K
2177,51,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
2186,50,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
2187,65,Private,9,Divorced,Other-service,Other-relative,White,Female,14,United-States,<=50K
2188,64,?,9,Divorced,?,Unmarried,White,Female,38,United-States,<=50K
2213,60,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
2220,62,Private,5,Widowed,Other-service,Unmarried,Black,Female,25,United-States,<=50K
2223,62,Private,9,Widowed,Sales,Not-in-family,White,Female,32,United-States,<=50K
2236,70,Private,4,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
2264,67,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,England,>50K
2272,54,Federal-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
2308,54,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K
2318,59,Federal-gov,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
2329,60,Private,9,Widowed,Other-service,Not-in-family,White,Female,44,United-States,<=50K
2332,52,Federal-gov,8,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
2340,63,Private,9,Separated,Craft-repair,Not-in-family,White,Female,20,United-States,<=50K
2343,58,Private,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
2344,70,?,11,Widowed,?,Unmarried,White,Female,35,United-States,<=50K
2371,66,Local-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
2373,52,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
2425,73,Federal-gov,10,Widowed,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
2442,60,?,7,Married-spouse-absent,?,Unmarried,Black,Female,20,United-States,<=50K
2450,58,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
2452,65,?,9,Widowed,?,Unmarried,White,Female,75,United-States,<=50K
2486,52,Self-emp-inc,14,Divorced,Exec-managerial,Not-in-family,Black,Female,50,United-States,<=50K
2499,54,Private,7,Divorced,Craft-repair,Own-child,White,Female,50,United-States,>50K
2554,90,Private,14,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
2583,53,Local-gov,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
2621,58,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,10,United-States,>50K
2630,55,Private,9,Divorced,Sales,Not-in-family,White,Female,37,United-States,<=50K
2631,50,Self-emp-not-inc,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,?,<=50K
2647,56,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,Canada,<=50K
2656,58,?,13,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
2662,65,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2680,52,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K
2716,55,Private,10,Divorced,Other-service,Unmarried,White,Female,38,United-States,<=50K
2719,56,Private,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K
2729,56,Private,8,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
2767,81,State-gov,2,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
2776,56,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,52,Cuba,<=50K
2777,57,Private,9,Widowed,Other-service,Unmarried,White,Female,30,?,<=50K
2781,53,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Scotland,<=50K
2782,58,Private,9,Divorced,Sales,Not-in-family,White,Female,24,United-States,<=50K
2791,55,Federal-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
2792,51,Private,3,Married-civ-spouse,Craft-repair,Other-relative,White,Female,40,United-States,<=50K
2793,62,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2799,57,Local-gov,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,<=50K
2800,60,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
2806,52,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
2811,58,Federal-gov,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
2819,62,Local-gov,16,Widowed,Prof-specialty,Unmarried,White,Female,40,Iran,<=50K
2823,60,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
2829,51,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
2834,71,Self-emp-not-inc,2,Divorced,Craft-repair,Not-in-family,White,Female,28,United-States,<=50K
2836,73,Private,9,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K
2839,50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,<=50K
2846,66,Private,9,Widowed,Tech-support,Not-in-family,White,Female,18,United-States,<=50K
2851,59,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,52,Outlying-US(Guam-USVI-etc),<=50K
2863,59,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,99,United-States,<=50K
2865,53,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
2892,52,State-gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
2917,62,Self-emp-inc,9,Widowed,Sales,Not-in-family,White,Female,15,United-States,<=50K
2923,52,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K
2934,90,Private,10,Divorced,Sales,Unmarried,Black,Female,37,United-States,<=50K
2945,73,Private,9,Widowed,Other-service,Other-relative,White,Female,32,United-States,<=50K
2950,57,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
2964,56,Private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
2968,53,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
2976,50,Local-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
2985,56,Private,13,Divorced,Prof-specialty,Unmarried,Black,Female,50,Haiti,<=50K
2988,53,Private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
2999,53,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3015,51,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
3026,64,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
3046,68,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,<=50K
3076,60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,>50K
3110,62,Private,5,Never-married,Priv-house-serv,Not-in-family,Black,Female,22,United-States,<=50K
3122,61,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,<=50K
3138,50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
3179,53,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
3184,64,?,9,Widowed,?,Not-in-family,White,Female,30,United-States,<=50K
3188,50,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
3194,63,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
3217,81,Self-emp-inc,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,<=50K
3237,80,Local-gov,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,32,United-States,<=50K
3266,54,?,5,Divorced,?,Not-in-family,White,Female,15,United-States,<=50K
3274,51,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3284,55,Private,6,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
3317,51,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K
3320,54,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K
3322,57,Private,11,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3324,51,Private,9,Divorced,Sales,Unmarried,White,Female,43,United-States,<=50K
3355,57,Private,10,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
3394,69,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,8,United-States,<=50K
3409,50,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
3431,58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,?,>50K
3432,60,Self-emp-not-inc,14,Divorced,Prof-specialty,Unmarried,White,Female,10,United-States,<=50K
3434,61,Private,7,Divorced,Other-service,Unmarried,White,Female,36,United-States,<=50K
3437,52,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
3441,52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3466,57,Private,9,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,35,United-States,<=50K
3470,66,Private,4,Widowed,Other-service,Not-in-family,Black,Female,10,United-States,<=50K
3500,64,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,3,United-States,<=50K
3502,63,Private,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,35,United-States,<=50K
3503,51,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
3547,54,Private,14,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
3550,79,Private,4,Widowed,Priv-house-serv,Not-in-family,White,Female,30,United-States,<=50K
3553,60,Private,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
3563,58,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
3571,60,Private,16,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K
3587,58,Private,9,Divorced,Sales,Not-in-family,White,Female,15,United-States,<=50K
3590,57,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
3592,77,Private,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,10,United-States,<=50K
3594,51,Private,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
3596,53,Local-gov,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female,35,United-States,<=50K
3634,62,Private,13,Widowed,Tech-support,Unmarried,White,Female,7,United-States,<=50K
3664,67,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,<=50K
3667,56,Self-emp-not-inc,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,20,United-States,>50K
3670,63,Private,6,Widowed,Farming-fishing,Unmarried,White,Female,56,United-States,<=50K
3687,56,Private,7,Separated,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
3719,72,Private,4,Widowed,Other-service,Not-in-family,White,Female,99,?,<=50K
3725,72,?,12,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
3739,64,?,11,Married-civ-spouse,?,Wife,White,Female,15,United-States,<=50K
3753,60,?,4,Widowed,?,Unmarried,White,Female,20,United-States,<=50K
3758,61,Self-emp-inc,14,Widowed,Exec-managerial,Unmarried,White,Female,99,United-States,<=50K
3836,52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Cuba,<=50K
3839,62,Self-emp-not-inc,9,Never-married,Other-service,Unmarried,White,Female,6,United-States,<=50K
3842,68,Local-gov,14,Widowed,Prof-specialty,Unmarried,Black,Female,40,United-States,>50K
3859,56,Private,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,30,Japan,>50K
3902,54,Private,6,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
3906,51,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
3910,57,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,57,United-States,<=50K
3927,52,?,14,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K
3955,51,Private,10,Separated,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
3956,60,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K
3976,69,Local-gov,9,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
3983,66,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,13,United-States,<=50K
3994,65,Private,10,Widowed,Sales,Other-relative,White,Female,45,United-States,<=50K
4041,50,Private,4,Divorced,Other-service,Other-relative,White,Female,40,United-States,<=50K
4050,66,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,8,Cuba,<=50K
4055,69,?,15,Married-civ-spouse,?,Wife,White,Female,25,?,<=50K
4060,53,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,30,United-States,<=50K
4082,50,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,60,Vietnam,<=50K
4086,51,Private,10,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,<=50K
4104,58,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
4121,60,?,10,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
4138,54,Private,4,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
4146,68,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
4183,71,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,14,United-States,<=50K
4184,55,Local-gov,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
4185,85,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,White,Female,50,United-States,<=50K
4204,80,Private,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K
4205,79,Local-gov,16,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
4212,52,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
4214,68,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
4224,52,Private,9,Separated,Other-service,Other-relative,White,Female,20,United-States,<=50K
4238,57,Private,9,Widowed,Sales,Unmarried,White,Female,32,United-States,<=50K
4262,55,Private,6,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
4308,67,Self-emp-inc,13,Widowed,Other-service,Unmarried,White,Female,35,United-States,<=50K
4317,54,?,9,Divorced,?,Not-in-family,White,Female,25,United-States,<=50K
4330,72,?,9,Married-civ-spouse,?,Wife,White,Female,2,United-States,<=50K
4332,90,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
4366,71,Private,8,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
4386,77,?,11,Married-spouse-absent,?,Not-in-family,White,Female,25,United-States,<=50K
4390,51,Federal-gov,10,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
4404,68,Private,9,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K
4423,57,Private,10,Divorced,Sales,Not-in-family,White,Female,48,United-States,<=50K
4424,59,Private,14,Never-married,Sales,Not-in-family,White,Female,45,United-States,>50K
4438,52,Private,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,?,<=50K
4459,56,Private,5,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
4478,50,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
