,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
2143,52,Private,14,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
2154,75,Private,6,Widowed,Priv-house-serv,Not-in-family,White,Female,70,United-States,<=50K
2169,59,Private,6,Separated,Priv-house-serv,Not-in-family,Black,Female,30,United-States,<=50K
2177,64,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
2189,74,Federal-gov,10,Widowed,Transport-moving,Not-in-family,White,Female,18,United-States,<=50K
2198,50,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
2202,55,Private,13,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2219,53,Private,9,Divorced,Sales,Not-in-family,White,Female,37,Mexico,<=50K
2221,57,State-gov,9,Separated,Other-service,Not-in-family,White,Female,35,United-States,<=50K
2236,60,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
2244,63,Federal-gov,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
2247,64,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2294,56,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
2309,64,State-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
2330,53,Federal-gov,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,Philippines,>50K
2383,63,Private,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
2396,53,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,54,United-States,>50K
2421,68,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
2442,54,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2487,55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2489,54,Private,10,Divorced,Sales,Unmarried,White,Female,48,United-States,<=50K
2502,60,Private,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Puerto-Rico,<=50K
2503,52,Private,9,Divorced,Craft-repair,Unmarried,White,Female,50,United-States,<=50K
2511,70,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,6,United-States,<=50K
2521,54,?,14,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K
2523,52,Private,11,Separated,Other-service,Unmarried,White,Female,35,United-States,<=50K
2540,63,Private,11,Widowed,Adm-clerical,Unmarried,White,Female,8,United-States,<=50K
2548,59,Local-gov,11,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2563,54,Federal-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K
2573,56,Private,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
2585,51,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2590,50,Private,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Philippines,<=50K
2615,74,Private,15,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
2646,55,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,White,Female,25,Nicaragua,<=50K
2679,64,Private,10,Widowed,Tech-support,Unmarried,White,Female,40,United-States,<=50K
2715,72,Private,11,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2730,54,Private,9,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,20,United-States,<=50K
2737,58,Private,9,Divorced,Sales,Other-relative,White,Female,40,United-States,<=50K
2746,57,Private,10,Divorced,Exec-managerial,Other-relative,White,Female,10,United-States,<=50K
2785,54,Private,12,Widowed,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K
2790,64,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,Cuba,<=50K
2791,55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2793,61,Private,9,Widowed,Sales,Not-in-family,White,Female,35,United-States,<=50K
2811,53,Private,9,Widowed,Other-service,Unmarried,Black,Female,20,United-States,<=50K
2837,69,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,<=50K
2852,54,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,<=50K
2867,56,Self-emp-not-inc,4,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
2885,65,?,9,Widowed,?,Unmarried,White,Female,40,United-States,<=50K
2891,90,Private,10,Separated,Adm-clerical,Own-child,White,Female,40,Puerto-Rico,<=50K
2897,64,Private,6,Separated,Other-service,Not-in-family,White,Female,35,United-States,<=50K
2905,53,Private,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
2906,81,Private,5,Widowed,Priv-house-serv,Not-in-family,Black,Female,5,United-States,<=50K
2927,52,Private,9,Divorced,Machine-op-inspct,Own-child,Black,Female,35,United-States,<=50K
2967,75,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3013,64,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
3030,60,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
3036,71,Local-gov,13,Widowed,Prof-specialty,Unmarried,White,Female,6,United-States,<=50K
3040,50,Local-gov,15,Never-married,Exec-managerial,Not-in-family,Black,Female,52,United-States,>50K
3120,54,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3129,64,Federal-gov,12,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
3163,53,Local-gov,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K
3178,58,Self-emp-not-inc,9,Married-spouse-absent,Other-service,Unmarried,White,Female,45,United-States,<=50K
3184,54,State-gov,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,United-States,>50K
3188,59,Private,9,Separated,Sales,Unmarried,Black,Female,40,United-States,<=50K
3191,51,Private,4,Separated,Machine-op-inspct,Not-in-family,Black,Female,30,United-States,<=50K
3192,71,Private,10,Never-married,Other-service,Not-in-family,White,Female,60,United-States,<=50K
3209,59,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,18,United-States,<=50K
3219,59,Private,7,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3224,57,Self-emp-not-inc,15,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,>50K
3233,52,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
3247,64,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,?,>50K
3270,73,Private,6,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K
3275,58,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,46,United-States,<=50K
3301,53,Private,7,Divorced,Craft-repair,Other-relative,White,Female,40,United-States,<=50K
3307,58,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3315,68,Private,8,Widowed,Sales,Not-in-family,White,Female,30,United-States,<=50K
3324,59,Private,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3329,59,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3335,53,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
3338,79,?,9,Widowed,?,Not-in-family,Black,Female,30,United-States,<=50K
3341,57,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,62,United-States,<=50K
3360,57,Self-emp-inc,13,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K
3396,50,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
3430,50,Self-emp-not-inc,13,Married-civ-spouse,Tech-support,Wife,White,Female,50,United-States,>50K
3434,53,Private,9,Divorced,Other-service,Not-in-family,White,Female,38,United-States,<=50K
3461,55,Private,4,Widowed,Other-service,Unmarried,White,Female,20,?,<=50K
3510,55,Private,9,Widowed,Sales,Not-in-family,White,Female,38,United-States,<=50K
3511,52,Private,5,Divorced,Craft-repair,Unmarried,White,Female,40,Cuba,<=50K
3515,62,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
3519,55,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
3537,81,Self-emp-not-inc,9,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
3556,67,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,16,United-States,<=50K
3587,54,Private,9,Divorced,Sales,Unmarried,White,Female,35,United-States,<=50K
3588,74,?,10,Widowed,?,Not-in-family,White,Female,12,United-States,<=50K
3593,61,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,<=50K
3594,59,?,9,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K
3600,53,Private,7,Divorced,Other-service,Not-in-family,White,Female,37,United-States,<=50K
3620,52,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
3624,71,Self-emp-not-inc,9,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
3633,76,Private,4,Widowed,Protective-serv,Not-in-family,White,Female,12,United-States,<=50K
3647,53,Private,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,China,<=50K
3661,57,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3677,53,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,>50K
3693,70,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,United-States,<=50K
3726,50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
3733,64,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,5,United-States,>50K
3761,57,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3765,55,Private,12,Divorced,Sales,Unmarried,Black,Female,30,United-States,<=50K
3771,51,Private,9,Divorced,Priv-house-serv,Own-child,White,Female,40,United-States,<=50K
3773,74,?,10,Widowed,?,Not-in-family,White,Female,3,United-States,<=50K
3780,51,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3822,54,?,9,Divorced,?,Not-in-family,White,Female,30,United-States,<=50K
3842,55,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
3857,51,Private,10,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K
3881,63,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K
3895,62,?,10,Married-civ-spouse,?,Wife,White,Female,45,United-States,>50K
3896,57,State-gov,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
3934,53,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3940,63,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Black,Female,21,United-States,<=50K
3957,52,Self-emp-not-inc,11,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K
3963,83,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
3982,50,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,36,Ireland,<=50K
3990,77,?,9,Widowed,?,Not-in-family,White,Female,14,United-States,<=50K
3996,54,State-gov,9,Never-married,Other-service,Not-in-family,Black,Female,38,United-States,<=50K
4007,64,Private,9,Divorced,Priv-house-serv,Not-in-family,White,Female,50,United-States,<=50K
4009,59,Local-gov,12,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
4043,57,Local-gov,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
4047,50,Private,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K
4063,51,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4083,59,Self-emp-not-inc,9,Divorced,Other-service,Own-child,White,Female,24,United-States,<=50K
4109,90,?,13,Widowed,?,Other-relative,White,Female,10,United-States,<=50K
4120,54,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4144,52,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
4164,52,Private,11,Married-civ-spouse,Other-service,Wife,White,Female,20,United-States,>50K
4171,50,Local-gov,9,Divorced,Other-service,Unmarried,White,Female,49,Dominican-Republic,<=50K
4181,63,Private,10,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
4202,59,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
4207,64,Private,13,Divorced,Sales,Not-in-family,White,Female,5,United-States,<=50K
4212,54,?,4,Never-married,?,Not-in-family,White,Female,25,United-States,<=50K
4215,53,?,14,Never-married,?,Not-in-family,White,Female,35,United-States,>50K
4248,51,Private,7,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
4270,52,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4273,72,Private,9,Widowed,Other-service,Unmarried,White,Female,16,United-States,<=50K
4281,64,Federal-gov,4,Widowed,Other-service,Unmarried,White,Female,30,Puerto-Rico,<=50K
4288,66,?,6,Divorced,?,Not-in-family,White,Female,20,United-States,<=50K
4309,58,?,9,Widowed,?,Not-in-family,White,Female,12,United-States,<=50K
4316,65,Self-emp-not-inc,10,Widowed,Craft-repair,Not-in-family,White,Female,35,United-States,<=50K
4346,54,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4353,63,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,12,United-States,<=50K
4387,52,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4397,54,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
4414,51,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4418,54,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
4422,56,?,10,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
4430,53,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,32,United-States,<=50K
4437,56,?,14,Never-married,?,Not-in-family,White,Female,50,United-States,>50K
4466,51,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
4484,59,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,60,United-States,<=50K
4530,63,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K
4545,50,Private,12,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,>50K
4570,58,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,27,United-States,<=50K
4587,65,Private,10,Separated,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
4638,66,State-gov,6,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
4643,59,Private,5,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
4692,55,Self-emp-not-inc,10,Divorced,Tech-support,Not-in-family,White,Female,12,United-States,>50K
4704,60,Self-emp-not-inc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,15,Germany,>50K
4720,79,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K
4729,69,?,10,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
4730,55,Local-gov,9,Divorced,Other-service,Unmarried,White,Female,38,United-States,<=50K
4749,62,Local-gov,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
4754,50,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
4759,76,Private,6,Widowed,Sales,Unmarried,Black,Female,12,United-States,<=50K
4760,54,Private,13,Divorced,Sales,Not-in-family,Black,Female,60,United-States,<=50K
4772,66,Local-gov,10,Divorced,Other-service,Other-relative,White,Female,40,?,>50K
4805,51,Federal-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,>50K
