,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
1619,50,Self-emp-not-inc,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,15,United-States,<=50K
1628,65,Private,16,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1642,67,Private,7,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
1655,50,Private,9,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
1661,64,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1675,63,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,60,United-States,>50K
1685,55,Local-gov,8,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1699,68,Without-pay,10,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,25,United-States,<=50K
1717,55,Private,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
1719,67,?,9,Married-civ-spouse,?,Wife,White,Female,5,United-States,<=50K
1739,51,Federal-gov,13,Widowed,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
1755,69,?,9,Divorced,?,Not-in-family,White,Female,35,United-States,<=50K
1780,59,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,60,United-States,>50K
1858,50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1876,67,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,United-States,>50K
1883,52,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1939,58,Self-emp-not-inc,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1945,52,Private,3,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
1960,53,Private,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,56,United-States,<=50K
1989,73,?,9,Widowed,?,Not-in-family,White,Female,15,United-States,<=50K
1991,51,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
2014,56,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K
2018,78,Private,9,Widowed,Sales,Unmarried,White,Female,12,United-States,<=50K
2033,51,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K
2036,54,Private,9,Separated,Sales,Unmarried,White,Female,35,United-States,<=50K
2081,53,Local-gov,13,Divorced,Adm-clerical,Unmarried,White,Female,38,Dominican-Republic,<=50K
2092,63,?,10,Widowed,?,Not-in-family,Black,Female,24,United-States,<=50K
2116,58,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
2127,56,Self-emp-inc,8,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
2143,59,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,White,Female,80,United-States,>50K
2165,51,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
2182,63,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
2194,67,?,14,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
2230,73,?,9,Widowed,?,Not-in-family,White,Female,65,United-States,<=50K
2239,62,Private,6,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
2251,66,Private,3,Divorced,Priv-house-serv,Not-in-family,Black,Female,15,United-States,<=50K
2262,56,Private,5,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,>50K
2272,69,Private,11,Widowed,Sales,Not-in-family,White,Female,25,United-States,<=50K
2295,62,Private,11,Separated,Priv-house-serv,Not-in-family,Black,Female,20,United-States,<=50K
2311,61,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
2325,67,?,9,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
2357,74,Private,14,Divorced,Sales,Not-in-family,White,Female,10,United-States,<=50K
2370,50,Private,9,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K
2411,53,Private,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
2443,64,Private,3,Widowed,Other-service,Not-in-family,Black,Female,16,United-States,<=50K
2480,60,Private,4,Separated,Priv-house-serv,Unmarried,Black,Female,15,United-States,<=50K
2498,55,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
2502,51,Self-emp-inc,11,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
2504,62,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,32,United-States,<=50K
2522,56,Private,9,Separated,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
2546,52,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
2550,64,Local-gov,3,Divorced,Other-service,Not-in-family,White,Female,45,?,<=50K
2564,56,Private,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
2568,55,?,12,Married-spouse-absent,?,Not-in-family,White,Female,5,United-States,<=50K
2580,67,?,13,Divorced,?,Not-in-family,White,Female,60,United-States,<=50K
2615,52,Private,9,Never-married,Other-service,Unmarried,White,Female,45,United-States,<=50K
2616,57,Self-emp-not-inc,2,Widowed,Craft-repair,Other-relative,White,Female,45,Columbia,<=50K
2622,69,?,12,Divorced,?,Unmarried,White,Female,1,United-States,<=50K
2636,52,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K
2652,56,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
2671,61,Private,9,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
2684,55,?,4,Divorced,?,Unmarried,White,Female,40,United-States,<=50K
2699,50,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
2706,60,Local-gov,13,Separated,Prof-specialty,Unmarried,White,Female,55,United-States,<=50K
2723,51,Private,3,Separated,Machine-op-inspct,Unmarried,White,Female,40,Mexico,<=50K
2726,52,Private,4,Divorced,Priv-house-serv,Own-child,Black,Female,16,United-States,<=50K
2781,50,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,<=50K
2791,50,State-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,46,United-States,<=50K
2793,55,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K
2801,51,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2826,68,?,10,Married-civ-spouse,?,Wife,White,Female,12,United-States,>50K
2834,56,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
2900,51,Private,9,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
2919,56,Federal-gov,14,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2922,58,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
2948,54,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K
2952,62,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
2954,52,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
2958,59,State-gov,13,Never-married,Exec-managerial,Not-in-family,Black,Female,40,Outlying-US(Guam-USVI-etc),<=50K
3011,62,Federal-gov,10,Widowed,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K
3018,56,Private,5,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
3027,56,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K
3059,64,Private,13,Never-married,Sales,Unmarried,White,Female,40,Peru,<=50K
3082,59,Local-gov,14,Widowed,Prof-specialty,Unmarried,White,Female,60,United-States,>50K
3084,52,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
3097,52,Private,10,Divorced,Sales,Other-relative,White,Female,20,United-States,>50K
3104,58,Federal-gov,7,Divorced,Craft-repair,Not-in-family,Black,Female,40,United-States,>50K
3120,64,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,8,United-States,<=50K
3125,57,State-gov,8,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
3138,60,?,5,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
3163,51,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3173,55,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
3201,62,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
3211,50,State-gov,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
3273,56,Private,9,Married-civ-spouse,Sales,Wife,White,Female,4,United-States,<=50K
3306,51,Private,11,Never-married,Exec-managerial,Not-in-family,White,Female,43,United-States,<=50K
3317,66,State-gov,9,Widowed,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K
3358,55,State-gov,10,Divorced,Prof-specialty,Not-in-family,Black,Female,37,United-States,<=50K
3381,61,Self-emp-not-inc,9,Never-married,Sales,Not-in-family,White,Female,44,United-States,<=50K
3401,56,Private,4,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
3458,66,State-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K
3515,56,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
3529,72,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K
3540,50,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,35,?,<=50K
3549,51,Private,9,Widowed,Tech-support,Unmarried,Black,Female,40,United-States,<=50K
3583,56,?,10,Divorced,?,Not-in-family,White,Female,20,United-States,<=50K
3617,64,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3625,50,Local-gov,9,Widowed,Transport-moving,Unmarried,White,Female,40,United-States,<=50K
3649,60,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
3651,66,?,10,Widowed,?,Unmarried,Black,Female,40,United-States,<=50K
3681,57,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3688,50,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3698,61,Local-gov,14,Never-married,Prof-specialty,Unmarried,White,Female,25,United-States,<=50K
3713,54,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K
3753,51,Private,11,Divorced,Tech-support,Unmarried,Black,Female,48,United-States,<=50K
3754,57,Federal-gov,15,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
3762,52,Private,8,Separated,Machine-op-inspct,Other-relative,White,Female,40,Cuba,<=50K
3773,50,State-gov,13,Divorced,Adm-clerical,Not-in-family,Black,Female,37,United-States,<=50K
3778,62,Private,12,Widowed,Other-service,Not-in-family,White,Female,7,United-States,<=50K
3782,55,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
3806,54,Private,7,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,>50K
3835,54,Local-gov,9,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
3844,66,Private,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
3855,51,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
3858,60,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
3863,57,Private,10,Divorced,Other-service,Not-in-family,White,Female,38,United-States,<=50K
3864,55,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,<=50K
3871,65,Private,7,Widowed,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K
3877,63,Local-gov,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,<=50K
3892,53,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3901,53,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
3925,54,Private,9,Widowed,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
3936,55,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,<=50K
3951,50,Private,3,Married-spouse-absent,Other-service,Unmarried,White,Female,34,Mexico,<=50K
3953,52,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,<=50K
3976,62,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,33,United-States,>50K
3992,50,Private,10,Married-civ-spouse,Sales,Wife,White,Female,39,United-States,<=50K
3994,63,Private,5,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
4011,53,Private,2,Divorced,Other-service,Unmarried,Black,Female,40,Dominican-Republic,<=50K
4020,53,Local-gov,14,Widowed,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K
4047,50,Private,9,Divorced,Other-service,Unmarried,White,Female,25,United-States,<=50K
4094,50,Federal-gov,14,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
4109,51,Private,6,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
4117,53,?,8,Married-civ-spouse,?,Wife,White,Female,40,Italy,<=50K
4153,61,Self-emp-not-inc,9,Widowed,Prof-specialty,Unmarried,White,Female,16,United-States,<=50K
4160,55,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,<=50K
4176,52,State-gov,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,44,United-States,>50K
4204,53,Private,10,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K
4226,58,Private,14,Widowed,Sales,Not-in-family,White,Female,27,United-States,<=50K
4265,55,Private,10,Never-married,Adm-clerical,Own-child,White,Female,36,United-States,<=50K
4312,57,Private,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K
4322,55,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
4337,73,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,<=50K
4392,61,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,4,United-States,<=50K
4447,66,?,7,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
4464,56,?,6,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
4478,50,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,>50K
4495,74,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,16,United-States,<=50K
4496,61,Local-gov,9,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
4508,50,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
4526,51,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
4531,68,?,9,Married-civ-spouse,?,Wife,White,Female,25,United-States,<=50K
4532,54,Private,10,Divorced,Other-service,Not-in-family,White,Female,47,United-States,<=50K
4534,61,?,10,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
4536,53,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
4538,64,?,4,Widowed,?,Not-in-family,White,Female,4,United-States,<=50K
4548,61,Federal-gov,9,Divorced,Adm-clerical,Own-child,Black,Female,20,United-States,<=50K
4592,58,Private,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,33,United-States,<=50K
4632,61,Private,2,Widowed,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
4644,58,Private,9,Separated,Other-service,Unmarried,White,Female,40,Dominican-Republic,<=50K
4646,64,Private,9,Widowed,Sales,Not-in-family,White,Female,50,France,>50K
4663,59,?,9,Widowed,?,Not-in-family,White,Female,35,United-States,<=50K
4676,63,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
4678,53,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
4693,58,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,55,United-States,<=50K
4714,53,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,60,United-States,<=50K
4720,54,Private,10,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
4745,60,Private,9,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
4751,52,Federal-gov,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,United-States,>50K
4756,50,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K
4762,55,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
4778,70,?,10,Widowed,?,Not-in-family,White,Female,25,United-States,<=50K
4792,55,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4811,62,Self-emp-not-inc,4,Widowed,Farming-fishing,Other-relative,White,Female,35,United-States,<=50K
4817,68,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
4868,52,?,8,Married-civ-spouse,?,Wife,Black,Female,40,United-States,>50K
4877,52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
4887,50,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K
4926,53,Private,8,Divorced,Transport-moving,Not-in-family,White,Female,40,United-States,<=50K
4928,60,Private,10,Widowed,Protective-serv,Not-in-family,Black,Female,40,United-States,<=50K
4953,51,?,9,Divorced,?,Unmarried,Black,Female,40,United-States,<=50K
4969,55,Private,10,Separated,Exec-managerial,Unmarried,White,Female,10,United-States,<=50K
4972,61,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
4977,55,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4997,50,Private,7,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
5004,63,Private,9,Widowed,Other-service,Other-relative,White,Female,40,United-States,<=50K
5014,53,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K
5017,50,Self-emp-not-inc,12,Never-married,Sales,Not-in-family,White,Female,5,United-States,<=50K
5023,65,Private,3,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,Italy,<=50K
5035,51,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,12,United-States,<=50K
5062,64,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Female,65,United-States,<=50K
5076,72,?,3,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
5096,56,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
5114,58,Self-emp-not-inc,9,Divorced,Farming-fishing,Unmarried,White,Female,10,United-States,<=50K
5129,63,Private,6,Widowed,Other-service,Not-in-family,White,Female,31,United-States,<=50K
5132,62,Without-pay,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,16,United-States,<=50K
5147,90,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,25,United-States,<=50K
5148,55,Private,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Italy,<=50K
5161,59,?,10,Never-married,?,Not-in-family,Black,Female,40,United-States,<=50K
5181,54,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
5187,63,?,10,Divorced,?,Not-in-family,White,Female,5,United-States,<=50K
5189,54,Private,9,Widowed,Sales,Not-in-family,White,Female,37,United-States,<=50K
5201,50,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K
